c1	MS.1.7.lemma20.000	MS.1.7.lemma20.001	MS.1.7.lemma20.002	MS.1.7.lemma20.003	MS.1.7.lemma20.004	MS.1.7.lemma20.005	MS.1.7.lemma20.006	MS.1.7.lemma20.007	MS.1.7.lemma20.008	MS.1.7.lemma20.009	MS.1.7.lemma20.010	MS.1.7.lemma20.011	MS.1.7.lemma20.012	MS.1.7.lemma20.013	MS.1.7.lemma20.014	MS.1.7.lemma20.015	MS.1.7.lemma20.016	MS.1.7.lemma20.017	MS.1.7.lemma20.018	MS.1.7.lemma20.019	MS.1.7.lemma20.020	MS.1.7.lemma20.021	MS.1.7.lemma20.022	MS.1.7.lemma20.023	MS.1.7.lemma20.024	MS.1.7.lemma20.025	MS.1.7.lemma20.026	MS.1.7.lemma20.027	MS.1.7.lemma20.028	MS.1.7.lemma20.029	MS.1.7.lemma20.030	MS.1.7.lemma20.031	MS.1.7.lemma20.032	MS.1.7.lemma20.033	MS.1.7.lemma20.034	MS.1.7.lemma20.035	MS.1.7.lemma20.036
MS.1.6.lemma20.020	0.88915235	0.7811443	0.7873248	0.862688	0.8035499	0.87308145	0.892154	0.88250583	0.8653867	0.8523817	0.9007994	0.8689801	0.8616671	0.82356876	0.8526554	0.86552966	0.83876413	0.8992259	0.8336851	0.82908815	0.8853083	0.86489516	0.85375804	0.88197833	0.89224464	0.8472987	0.8417704	0.8583148	0.89471483	0.91090703	0.85508394	0.8452023	0.8947137	0.8742332	0.77713156	0.8685811	0.8843045
MS.1.6.lemma20.021	0.89673513	0.76481396	0.7889079	0.88010967	0.8302371	0.86589247	0.90305245	0.89814055	0.8792067	0.8542341	0.90702254	0.8454607	0.86946535	0.81466836	0.83961993	0.88173074	0.8544156	0.8873469	0.83072984	0.86103714	0.89238924	0.8926746	0.84795713	0.89363515	0.8873734	0.7986036	0.8448414	0.8567661	0.8806981	0.922945	0.86772	0.8634915	0.8825235	0.89346427	0.79787683	0.8609502	0.87604517
MS.1.6.lemma20.022	0.9017564	0.7830575	0.8155613	0.8826718	0.82138044	0.88646305	0.9156294	0.9047153	0.897704	0.8775609	0.9094458	0.84249216	0.86408955	0.8136435	0.8199958	0.8972573	0.8619004	0.86654615	0.85906905	0.8479928	0.89214736	0.8857903	0.844141	0.9156251	0.88006604	0.81630737	0.8708465	0.8401095	0.8843422	0.9039878	0.85677814	0.8400898	0.8867773	0.9157362	0.820025	0.8746819	0.8959544
MS.1.6.lemma20.023	0.90640056	0.8251358	0.8157402	0.8969823	0.83933145	0.8738039	0.9212874	0.917112	0.88955784	0.8844687	0.90244186	0.85386944	0.8466934	0.81916785	0.8369104	0.88684094	0.84457326	0.89290833	0.8322313	0.8724779	0.89762044	0.87716377	0.8600106	0.88220775	0.91018075	0.8436667	0.8521092	0.8508289	0.88870466	0.9088867	0.8670674	0.881491	0.89353704	0.8791546	0.8216823	0.8891802	0.8830022
MS.1.6.lemma20.024	0.81752586	0.73162097	0.77811426	0.8009878	0.76016355	0.7445509	0.81820995	0.8106093	0.7865775	0.7848187	0.83670986	0.7998261	0.77621645	0.7498004	0.7975368	0.75718737	0.79251605	0.89323974	0.77047586	0.77453023	0.8575532	0.85907996	0.7548346	0.7963596	0.8684548	0.74696934	0.7774966	0.82466495	0.7532054	0.7824601	0.7586447	0.7727114	0.7898967	0.7850325	0.6793469	0.7550389	0.80830246
MS.1.6.lemma20.025	0.8397252	0.7954576	0.7659472	0.9009788	0.771966	0.799514	0.8451086	0.85251015	0.8220884	0.84013754	0.8586175	0.80096215	0.80118364	0.76581347	0.78489166	0.7985739	0.8191312	0.8035543	0.7705089	0.79634297	0.85521436	0.78607935	0.7432274	0.81357247	0.8300494	0.73685825	0.82587755	0.78592676	0.83115935	0.8511234	0.81225365	0.8293437	0.836098	0.8621772	0.6994066	0.7821749	0.81911147
MS.1.6.lemma20.026	0.875219	0.8132998	0.8217132	0.88597876	0.8132684	0.7920407	0.8423514	0.8498974	0.8222148	0.83849925	0.87626874	0.8398494	0.8398156	0.8005084	0.8083284	0.8257615	0.86176366	0.8356282	0.82731533	0.839167	0.87446946	0.83443	0.80223954	0.83492124	0.8666304	0.81180257	0.85294753	0.83691955	0.8222076	0.8367081	0.8026613	0.8190889	0.81140363	0.85751826	0.75048774	0.7895675	0.8344549
MS.1.6.lemma20.027	0.83625215	0.7882689	0.75637925	0.8279475	0.7766681	0.7795914	0.8624284	0.8787568	0.92811286	0.81552815	0.8735079	0.8111897	0.7938155	0.75005853	0.80237997	0.8263855	0.8403468	0.8405985	0.7797363	0.78455245	0.8978383	0.8117535	0.7634998	0.86898464	0.85347754	0.744577	0.82604617	0.8431065	0.80466026	0.8558113	0.8368177	0.8616154	0.81855893	0.885319	0.6953953	0.75915337	0.8179651
MS.1.6.lemma20.028	0.8490362	0.7515316	0.7792282	0.8451597	0.7370619	0.8273725	0.861638	0.8660012	0.8252809	0.84156805	0.8694121	0.7738388	0.8195466	0.7707439	0.76860535	0.8308711	0.8135615	0.8227861	0.787242	0.7479532	0.8318585	0.81227326	0.76411396	0.8113542	0.8022186	0.7312379	0.7965623	0.76239085	0.83874494	0.8663286	0.84041846	0.8211879	0.8401335	0.873355	0.6926071	0.7910453	0.85508925
MS.1.6.lemma20.029	0.89259964	0.8666193	0.8462035	0.8819879	0.8119054	0.806839	0.86293423	0.87957364	0.84054434	0.84639347	0.8939848	0.8655375	0.86603856	0.8319072	0.83550876	0.8323125	0.8661898	0.8975068	0.84481126	0.7788458	0.89386857	0.8690435	0.8133996	0.84674466	0.8866187	0.8443163	0.85955113	0.84166133	0.85170054	0.8693335	0.8570173	0.8312699	0.8416812	0.8844406	0.70089316	0.7945322	0.86684716
MS.1.6.lemma20.030	0.8611889	0.7466197	0.8099045	0.8450936	0.8705263	0.7984458	0.8638724	0.86451864	0.830371	0.8159881	0.8662708	0.80723435	0.8192105	0.7464297	0.7961719	0.8276225	0.8268644	0.83779174	0.7754435	0.83886796	0.8581394	0.82073367	0.8167406	0.8422691	0.850878	0.7622633	0.8283015	0.82824653	0.84025246	0.88281715	0.81113976	0.85288274	0.8199629	0.8302674	0.76701397	0.79733986	0.81639117
MS.1.6.lemma20.031	0.88299406	0.8165003	0.7748452	0.8447801	0.7279275	0.80605143	0.80835253	0.8193593	0.8197668	0.8218422	0.82445	0.8365203	0.86098164	0.8380467	0.7988436	0.8341589	0.81393224	0.83258486	0.7901442	0.7884933	0.81691074	0.79669523	0.7937088	0.8087566	0.80664796	0.70678306	0.8443979	0.7814145	0.867932	0.8451267	0.9146764	0.9393908	0.8008589	0.8419825	0.69751227	0.76701146	0.8421162
MS.1.6.lemma20.032	0.92269385	0.8066026	0.8473699	0.9011348	0.8624342	0.85120434	0.91917205	0.92222357	0.86337984	0.90087724	0.9311861	0.87971085	0.88396955	0.84764063	0.86313415	0.9189346	0.8641933	0.8653805	0.8558419	0.84476984	0.8770184	0.87824476	0.8511834	0.8822535	0.89396185	0.8256925	0.8838401	0.8705284	0.88379484	0.9055331	0.8693353	0.8614344	0.8782629	0.8910228	0.807649	0.85883427	0.9103904
MS.1.6.lemma20.033	0.89911145	0.8124059	0.8482747	0.87624305	0.85820687	0.8569027	0.8907576	0.88513696	0.84453195	0.8796029	0.8997003	0.8247556	0.85361975	0.7817463	0.80433285	0.9006043	0.825264	0.8507984	0.8455856	0.8396964	0.8542393	0.8596417	0.84197336	0.8680955	0.8457707	0.788713	0.8444208	0.82804173	0.8593905	0.8738214	0.8502825	0.8810946	0.847758	0.8760066	0.8140892	0.84215105	0.8908927
MS.1.6.lemma20.034	0.8861582	0.8100722	0.8258733	0.85277754	0.8373421	0.8594898	0.92084545	0.9235703	0.8920773	0.860238	0.8914071	0.8421596	0.8748361	0.79582137	0.83492076	0.90030175	0.8676767	0.86583173	0.8200243	0.8204455	0.89962894	0.863021	0.81155056	0.8684272	0.87761635	0.8016264	0.8451373	0.83397824	0.8951817	0.89859056	0.85922676	0.8436972	0.89393586	0.92308724	0.78512555	0.85123366	0.89039063
MS.1.6.lemma20.035	0.8239039	0.7849704	0.80534244	0.81399775	0.84387946	0.7563435	0.81585246	0.8289115	0.77093595	0.80657667	0.8078935	0.80081123	0.76349646	0.7433827	0.76904106	0.81831074	0.8045116	0.78929615	0.7444954	0.77637696	0.8205972	0.76182675	0.73457855	0.7834268	0.8198662	0.73588365	0.81303954	0.7874159	0.7787804	0.7743977	0.7660483	0.78191715	0.7483643	0.81652194	0.7061594	0.71232927	0.79000443
MS.1.6.lemma20.036	0.86289114	0.8053113	0.80395174	0.8491626	0.78624886	0.8040626	0.8520198	0.85402614	0.8160057	0.8525406	0.8685669	0.8255749	0.86565906	0.810616	0.79796183	0.87846816	0.8405249	0.8279454	0.8226671	0.74600965	0.86885756	0.82423764	0.7961278	0.85788476	0.83160275	0.7307691	0.85925627	0.81863266	0.8329333	0.83891004	0.865031	0.81250465	0.8245643	0.9045467	0.70615345	0.7643867	0.89038694
MS.1.6.lemma20.037	0.8769653	0.78492665	0.83285606	0.8435269	0.8484411	0.80386376	0.8622242	0.86662674	0.80119663	0.8674064	0.87376624	0.854779	0.8391743	0.8249451	0.83285266	0.83786196	0.85705566	0.8459727	0.8063185	0.79870903	0.8436473	0.83399796	0.8010613	0.82071733	0.8611821	0.8056383	0.8600539	0.84409165	0.8398969	0.8477028	0.81949157	0.80688924	0.8285021	0.8491868	0.74801403	0.79541594	0.85182714
MS.1.6.lemma20.038	0.8716785	0.80057096	0.79888487	0.8596777	0.8082085	0.87581617	0.90969753	0.9168299	0.9076145	0.8728886	0.8847846	0.85627544	0.8608333	0.8180943	0.85953754	0.86237836	0.8538167	0.87134796	0.7993148	0.8083746	0.8998482	0.8534445	0.7854613	0.8725764	0.87986565	0.7652291	0.8573631	0.83395684	0.89404196	0.9216591	0.8744081	0.8556584	0.9121415	0.92995113	0.7509568	0.8592961	0.87422526
MS.1.6.lemma20.039	0.84633416	0.7568509	0.784611	0.8395936	0.8075133	0.8204971	0.8559898	0.8594685	0.81476474	0.81716454	0.8550628	0.8168312	0.8424173	0.7710105	0.81099	0.8544646	0.8569946	0.8267419	0.7999238	0.79733783	0.8582334	0.8268836	0.7790572	0.8166388	0.83607924	0.7649672	0.81423676	0.80308855	0.85663307	0.86417615	0.8049919	0.78105056	0.82248557	0.843567	0.74840283	0.79037815	0.8352249
MS.1.6.lemma20.040	0.90954286	0.8383657	0.8655912	0.8788766	0.77631843	0.86798936	0.9062519	0.9194695	0.8402543	0.88854206	0.8985136	0.8391985	0.901799	0.83109206	0.8137231	0.88532084	0.8600792	0.8584945	0.83789337	0.8074558	0.88974047	0.8617282	0.80345654	0.83851373	0.87075	0.78269005	0.85692376	0.8067526	0.8832315	0.8883665	0.8713375	0.8342886	0.87628126	0.93499076	0.7540095	0.8501932	0.9250881
MS.1.6.lemma20.041	0.88219607	0.7812116	0.82028437	0.8431485	0.8251249	0.88626957	0.9241978	0.91328967	0.8655433	0.88291097	0.9006756	0.83189243	0.866219	0.817204	0.8231595	0.8567657	0.84453607	0.8602089	0.83266824	0.8318946	0.8661953	0.86725754	0.8393666	0.8758076	0.8731332	0.844927	0.8419036	0.81988233	0.88116825	0.90421134	0.84839886	0.8128994	0.911897	0.89998615	0.8357722	0.9182883	0.88271177
MS.1.6.lemma20.042	0.8619994	0.747375	0.8064563	0.7942705	0.8054425	0.86318547	0.8877357	0.869832	0.83993	0.8382366	0.8704651	0.8149141	0.8378498	0.7782411	0.81007606	0.85263	0.8360603	0.8711349	0.8386105	0.8845146	0.86340624	0.87929446	0.8466493	0.8553277	0.86021	0.8428114	0.82680696	0.81793696	0.85409486	0.86806476	0.8014145	0.79405564	0.8472526	0.8486537	0.8553665	0.9145247	0.8411288
MS.1.6.lemma20.043	0.8915813	0.78503305	0.829551	0.8282854	0.8315512	0.8834625	0.9180442	0.90151817	0.86348027	0.8722661	0.90074605	0.85012555	0.8647485	0.80841225	0.8420324	0.8910188	0.86202514	0.8913958	0.87033737	0.8988027	0.87916315	0.9032574	0.87421316	0.8848376	0.8891283	0.87161434	0.8545424	0.8476325	0.8784489	0.88788474	0.8265555	0.8234362	0.8694654	0.87462354	0.87588584	0.92731637	0.88001066
MS.1.6.lemma20.044	0.881486	0.75393015	0.81258214	0.8200826	0.81692165	0.86831576	0.8902989	0.8728777	0.8571124	0.85087305	0.892231	0.83445513	0.8563853	0.7973752	0.82230043	0.8660037	0.8542618	0.88551277	0.85719	0.8913751	0.8738783	0.8852397	0.8598036	0.8736707	0.87185776	0.8554863	0.84256107	0.8343614	0.8713285	0.87916	0.81614804	0.8145677	0.8478912	0.8550964	0.8539963	0.90889937	0.8650521
MS.1.6.lemma20.045	0.85971403	0.75358087	0.74116486	0.8397266	0.7740968	0.8274968	0.86504734	0.86353475	0.84349936	0.8411816	0.8817852	0.8446373	0.84319997	0.8080555	0.8320789	0.8232033	0.84118253	0.85234165	0.82201034	0.7486672	0.8512712	0.8208298	0.79428285	0.83964086	0.86336887	0.8263216	0.8345627	0.8326909	0.875893	0.8733261	0.8246569	0.80620426	0.83956915	0.83739084	0.7228133	0.79981375	0.84655297
MS.1.6.lemma20.046	0.9206244	0.79685086	0.83897257	0.87225467	0.82631505	0.8857316	0.920594	0.91008586	0.88864917	0.89154744	0.9320293	0.8722789	0.8952385	0.84410274	0.8592324	0.88555634	0.88382447	0.9073986	0.87530565	0.8879644	0.90829325	0.901205	0.8615572	0.8908568	0.90146863	0.8614582	0.8782184	0.86444855	0.9013414	0.9132148	0.86061776	0.8512563	0.8889458	0.897758	0.8394287	0.9168776	0.90672463
MS.1.6.lemma20.047	0.8790704	0.74879444	0.8026126	0.87222105	0.87662107	0.8452111	0.9022971	0.8923245	0.8743328	0.86418045	0.90180653	0.8493154	0.8399507	0.7897332	0.8402824	0.8816112	0.8412122	0.84776944	0.8222649	0.87568605	0.88628906	0.8461603	0.836316	0.888238	0.8739266	0.8162146	0.8523122	0.8686729	0.86519974	0.8930647	0.8094702	0.8298802	0.84599584	0.85422367	0.80369204	0.85289633	0.8763712
MS.1.6.lemma20.048	0.8653004	0.76653653	0.7987037	0.816516	0.8720373	0.7911201	0.866482	0.8640615	0.8393024	0.8237232	0.8731955	0.84106004	0.7904648	0.77247	0.83238286	0.84886336	0.8083791	0.8568925	0.7953557	0.843706	0.85289216	0.8352518	0.8089309	0.82687134	0.8615701	0.84503734	0.81068766	0.85373056	0.8105016	0.84341615	0.78865325	0.8202648	0.8169456	0.81179255	0.8029359	0.8353063	0.8361916
MS.1.6.lemma20.049	0.8963156	0.779789	0.8258227	0.840502	0.860473	0.89308596	0.93548244	0.91512847	0.86823195	0.878911	0.9012664	0.8375416	0.8559504	0.78441036	0.8427149	0.91169196	0.84588	0.8688289	0.82791835	0.8680205	0.89127076	0.86772436	0.83257127	0.86729395	0.88152647	0.8418556	0.8235643	0.8510365	0.89394367	0.90904593	0.83322126	0.83161914	0.88414794	0.87354916	0.84939003	0.8913348	0.8890075
MS.1.6.lemma20.050	0.8201534	0.7169028	0.804547	0.7775489	0.85029227	0.80517745	0.8389932	0.83105886	0.8039993	0.7651518	0.83263975	0.7740283	0.7318687	0.6744898	0.75966305	0.83941674	0.7776096	0.8000049	0.77491665	0.8608607	0.83307564	0.81233007	0.81121624	0.8216694	0.81242085	0.80312926	0.7678257	0.80337566	0.7873956	0.81856203	0.7338218	0.7780512	0.7401117	0.7766614	0.81042933	0.786009	0.7981744
MS.1.6.lemma20.051	0.8210742	0.71897477	0.7686108	0.7901914	0.80642784	0.7610815	0.82104737	0.80726504	0.80972713	0.75144106	0.81409156	0.78295064	0.7284233	0.69707817	0.7736363	0.78483975	0.79583496	0.81120825	0.75204873	0.86348903	0.88613033	0.7782673	0.74013597	0.7858567	0.7929785	0.7405886	0.7651364	0.8048449	0.769285	0.8019373	0.7161401	0.74520344	0.74659204	0.7791053	0.7428294	0.7787807	0.7910348
MS.1.6.lemma20.052	0.90057653	0.82530195	0.8340569	0.87649417	0.86730105	0.8795989	0.9446104	0.94251955	0.9119619	0.8858981	0.9057203	0.87261087	0.8669781	0.82116735	0.8518764	0.920605	0.87334263	0.88481325	0.85650223	0.8572905	0.91066146	0.8903942	0.8692582	0.92397463	0.9108065	0.8649985	0.8652272	0.8791456	0.8893328	0.8897503	0.86935693	0.8591793	0.88209075	0.9165965	0.80580276	0.86780256	0.89795935
