c1	KS.9.1.lemma20.000	KS.9.1.lemma20.001	KS.9.1.lemma20.002	KS.9.1.lemma20.003	KS.9.1.lemma20.004	KS.9.1.lemma20.005	KS.9.1.lemma20.006	KS.9.1.lemma20.007	KS.9.1.lemma20.008	KS.9.1.lemma20.009	KS.9.1.lemma20.010	KS.9.1.lemma20.011	KS.9.1.lemma20.012	KS.9.1.lemma20.013	KS.9.1.lemma20.014	KS.9.1.lemma20.015	KS.9.1.lemma20.016	KS.9.1.lemma20.017	KS.9.1.lemma20.018	KS.9.1.lemma20.019	KS.9.1.lemma20.020	KS.9.1.lemma20.021	KS.9.1.lemma20.022	KS.9.1.lemma20.023	KS.9.1.lemma20.024	KS.9.1.lemma20.025	KS.9.1.lemma20.026	KS.9.1.lemma20.027	KS.9.1.lemma20.028	KS.9.1.lemma20.029	KS.9.1.lemma20.030	KS.9.1.lemma20.031	KS.9.11.lemma20.000	KS.9.11.lemma20.001	KS.9.11.lemma20.002	KS.9.11.lemma20.003	KS.9.11.lemma20.004	KS.9.11.lemma20.005	KS.9.11.lemma20.006	KS.9.11.lemma20.007	KS.9.11.lemma20.008	KS.9.11.lemma20.009	KS.9.11.lemma20.010	KS.9.11.lemma20.011	KS.9.11.lemma20.012	KS.9.11.lemma20.013	KS.9.11.lemma20.014	KS.9.11.lemma20.015	KS.9.11.lemma20.016	KS.9.11.lemma20.017	KS.9.11.lemma20.018	KS.9.11.lemma20.019	KS.9.11.lemma20.020	KS.9.11.lemma20.021	KS.9.11.lemma20.022	KS.9.11.lemma20.023	KS.9.11.lemma20.024	KS.9.11.lemma20.025	KS.9.11.lemma20.026	KS.9.11.lemma20.027	KS.9.11.lemma20.028	KS.9.11.lemma20.029	KS.9.11.lemma20.030	KS.9.11.lemma20.031	KS.9.11.lemma20.032	KS.9.11.lemma20.033	KS.9.11.lemma20.034	KS.9.11.lemma20.035	KS.9.11.lemma20.036	KS.9.11.lemma20.037	KS.9.11.lemma20.038	KS.9.11.lemma20.039	KS.9.11.lemma20.040	KS.9.11.lemma20.041	KS.9.11.lemma20.042	KS.9.11.lemma20.043	KS.9.11.lemma20.044	KS.9.11.lemma20.045	KS.9.11.lemma20.046	KS.9.11.lemma20.047	KS.9.11.lemma20.048	KS.9.11.lemma20.049	KS.9.11.lemma20.050	KS.9.11.lemma20.051	KS.9.11.lemma20.052	KS.9.11.lemma20.053	KS.9.11.lemma20.054	KS.9.11.lemma20.055	KS.9.11.lemma20.056	KS.9.11.lemma20.057	KS.9.11.lemma20.058	KS.9.11.lemma20.059	KS.9.11.lemma20.060	KS.9.11.lemma20.061	KS.9.11.lemma20.062	KS.9.11.lemma20.063	KS.9.11.lemma20.064	KS.9.11.lemma20.065	KS.9.11.lemma20.066	KS.9.11.lemma20.067	KS.9.11.lemma20.068	KS.9.11.lemma20.069	KS.9.11.lemma20.070	KS.9.11.lemma20.071	KS.9.11.lemma20.072	KS.9.11.lemma20.073	KS.9.11.lemma20.074	KS.9.11.lemma20.075	KS.9.11.lemma20.076	KS.9.11.lemma20.077	KS.9.11.lemma20.078	KS.9.11.lemma20.079	KS.9.11.lemma20.080	KS.9.11.lemma20.081	KS.9.11.lemma20.082	KS.9.11.lemma20.083	KS.9.11.lemma20.084	KS.9.11.lemma20.085	KS.9.11.lemma20.086	KS.9.11.lemma20.087	KS.9.11.lemma20.088	KS.9.11.lemma20.089	KS.9.11.lemma20.090
MS.1.7.lemma20.026	0.8895778	0.8474476	0.83908737	0.80574274	0.8218716	0.8490165	0.84481597	0.8584653	0.92120445	0.91693544	0.91382855	0.9094077	0.8430802	0.8636416	0.8683384	0.8063707	0.8424058	0.8547316	0.86108685	0.8824816	0.85124946	0.844307	0.8798097	0.80881953	0.88711876	0.8679942	0.9773203	0.92520624	0.86482483	0.86654466	0.75817657	0.8411789	0.8171181	0.89504546	0.8514712	0.8172393	0.8166514	0.7892528	0.8723027	0.7837884	0.7822567	0.88125163	0.79528433	0.88205296	0.83199626	0.8469161	0.8642446	0.85478383	0.85870266	0.86517024	0.8676493	0.86418414	0.8707602	0.8791207	0.86977965	0.8721882	0.8629582	0.76119435	0.73477393	0.84120953	0.8363529	0.8218363	0.84600645	0.7473197	0.8848767	0.88136107	0.7577352	0.852776	0.81827164	0.8283229	0.8722643	0.87400967	0.8276409	0.90884286	0.85419333	0.8006139	0.81078035	0.8334553	0.8495068	0.86016583	0.8491631	0.8623706	0.83717	0.827869	0.81935215	0.85480666	0.8189229	0.8300903	0.84603655	0.8436263	0.8609195	0.8467094	0.9010766	0.8952647	0.8627908	0.84156483	0.7914356	0.8524591	0.8398367	0.80458707	0.853134	0.85647124	0.8147192	0.84001267	0.82550883	0.82055223	0.8484685	0.80382055	0.85476923	0.8306506	0.8664242	0.7945979	0.86134803	0.8916414	0.7882746	0.8366121	0.7946047	0.7894784	0.88592523	0.83023614	0.83625245	0.8018871	0.8424881
MS.1.7.lemma20.027	0.87508583	0.84528565	0.8543144	0.8611453	0.8257625	0.87906575	0.8950566	0.8912019	0.9158063	0.8546285	0.9195385	0.9173623	0.8719689	0.87880504	0.8725395	0.8228093	0.8830702	0.8849662	0.8813296	0.9009958	0.837016	0.8556195	0.85773057	0.8201382	0.9168069	0.8854613	0.9416468	0.98725533	0.8483546	0.865579	0.7880766	0.86984664	0.86686516	0.890036	0.8319248	0.83232945	0.8274168	0.77683055	0.84810746	0.81845564	0.82672304	0.8524986	0.85512567	0.8586226	0.8723334	0.82331204	0.83621734	0.83872825	0.8280913	0.8322375	0.8330461	0.8230889	0.8207698	0.8443987	0.8245902	0.84351444	0.82285726	0.7455961	0.71948916	0.8275613	0.79446	0.8198387	0.8564906	0.7776379	0.8465357	0.86197305	0.7978101	0.84835637	0.804174	0.82013196	0.8389281	0.88736343	0.82213455	0.9133126	0.91541654	0.80995303	0.8039888	0.82005703	0.8927972	0.86894184	0.8675439	0.8997152	0.8466546	0.87064713	0.84625316	0.8898717	0.87166804	0.86454463	0.9012566	0.85580754	0.8557111	0.84452295	0.88988715	0.8871822	0.8590365	0.8524893	0.8620878	0.8764779	0.8322973	0.8170893	0.85220754	0.8371434	0.84549594	0.85392916	0.8815775	0.85228133	0.8822776	0.83215886	0.8627034	0.84271574	0.87567884	0.80956435	0.87919927	0.9043555	0.8401168	0.823296	0.80366176	0.78181475	0.8504901	0.8362601	0.83726966	0.85220164	0.8308794
MS.1.7.lemma20.028	0.9114975	0.8600898	0.8774057	0.8022732	0.91186434	0.89813673	0.8754049	0.873529	0.873074	0.86196387	0.85200405	0.93650186	0.83717287	0.88578296	0.849462	0.84433365	0.8726566	0.8698466	0.86187094	0.8918329	0.98801374	0.8432738	0.93443966	0.88723177	0.88726795	0.8586881	0.8925309	0.8432387	0.905392	0.8971474	0.8109764	0.88667274	0.85854113	0.88359237	0.8699117	0.83853894	0.85180396	0.87472093	0.9256975	0.85456294	0.86349607	0.8759068	0.8585326	0.88236225	0.8930926	0.85658705	0.88119364	0.84590876	0.86352116	0.8528007	0.86388105	0.83497846	0.8546309	0.8524129	0.85754216	0.85489315	0.86251295	0.8199769	0.76959306	0.89845353	0.8672509	0.8970388	0.88862556	0.8024737	0.874051	0.93020135	0.7325743	0.8623953	0.85274416	0.8795724	0.8874843	0.9193721	0.8861783	0.9018201	0.85123146	0.87452227	0.85979164	0.9158261	0.8838288	0.8774893	0.9002633	0.8777007	0.889362	0.8542802	0.849607	0.89063305	0.8555346	0.86150086	0.8763734	0.8917814	0.8789271	0.88421565	0.9053897	0.8591555	0.8993945	0.88732535	0.81603277	0.9021732	0.9096185	0.8302664	0.8799705	0.84207124	0.8950156	0.8665054	0.8453776	0.87761813	0.8660749	0.8152522	0.8572305	0.7986405	0.87069935	0.7948457	0.8413036	0.88588166	0.82981986	0.8795531	0.8572187	0.88661915	0.8652461	0.8700684	0.90451103	0.83461136	0.89541906
MS.1.7.lemma20.029	0.91496646	0.86572117	0.87608814	0.83108497	0.915559	0.9224133	0.9148753	0.9217924	0.89683306	0.8818011	0.88440144	0.93515396	0.8821058	0.8954951	0.878588	0.8535324	0.8851881	0.9002916	0.87043977	0.90304923	0.9062369	0.9048658	0.9502882	0.89036393	0.89893013	0.8420835	0.9109241	0.8760292	0.9331061	0.9150044	0.82577455	0.9218114	0.8821417	0.912673	0.8649143	0.86573195	0.84015226	0.8565962	0.9080375	0.8822743	0.8537267	0.8720233	0.8633438	0.8909456	0.88421816	0.87664115	0.90598553	0.87868583	0.8990506	0.8851542	0.899565	0.8785186	0.8936785	0.8933239	0.89980394	0.898574	0.90058154	0.8313749	0.7808285	0.912398	0.8736644	0.91641754	0.89457524	0.8007001	0.8761823	0.9291055	0.7486745	0.9061239	0.8794774	0.88572305	0.8802704	0.9163442	0.9320722	0.9235193	0.9028196	0.86121	0.85754377	0.8915546	0.8854419	0.910622	0.93457454	0.9074203	0.8834592	0.8878739	0.8883986	0.9004081	0.8841411	0.8951252	0.9006765	0.9122437	0.89363796	0.8735806	0.9256793	0.89224106	0.89692366	0.8982448	0.84833485	0.92128825	0.90790343	0.8364544	0.8773283	0.8503178	0.8920864	0.89902174	0.89325386	0.8936455	0.8982955	0.8466332	0.869717	0.8321591	0.88084227	0.8147204	0.8764465	0.91130537	0.8379592	0.88654	0.856567	0.8848632	0.9014197	0.8813421	0.9060207	0.842581	0.8895113
MS.1.7.lemma20.030	0.8800892	0.8127192	0.8426603	0.776065	0.846288	0.8406179	0.8503757	0.8290007	0.8604128	0.90347105	0.8327536	0.9291498	0.81135374	0.8784687	0.83992726	0.7995931	0.82968986	0.8405807	0.8498237	0.87981296	0.90632534	0.81414956	0.9552504	0.8996754	0.83650887	0.8305943	0.8751881	0.82709277	0.883168	0.8701912	0.7411575	0.8268142	0.79760635	0.8965854	0.8366278	0.8114082	0.82093084	0.82986164	0.8994174	0.85206676	0.77166003	0.8852355	0.7770707	0.88269675	0.84867644	0.8570039	0.8710373	0.8443692	0.8501062	0.8586156	0.8581976	0.8404227	0.8488574	0.85738015	0.8542078	0.8622699	0.8568704	0.81472105	0.7579341	0.8711039	0.85553205	0.83378404	0.8407378	0.7155547	0.88073707	0.8888502	0.6726686	0.8529631	0.824167	0.8383183	0.8536991	0.86904526	0.86084753	0.87287027	0.8380767	0.8162891	0.8400132	0.8454845	0.85370934	0.85441124	0.8549858	0.8361636	0.82983965	0.8139655	0.7954342	0.8262526	0.8063374	0.7994527	0.80308896	0.82648206	0.8528315	0.8297294	0.89518684	0.86733055	0.88188607	0.8439124	0.7802242	0.8493995	0.84076345	0.79384243	0.8290293	0.854352	0.8076954	0.8344928	0.8213169	0.85128736	0.8295799	0.7814421	0.8404569	0.7557298	0.8475117	0.78981435	0.80009735	0.8489962	0.8019393	0.8505293	0.80498296	0.8034425	0.8573024	0.80231684	0.85462165	0.7442136	0.8649024
MS.1.7.lemma20.031	0.8686399	0.8051039	0.8322929	0.7673118	0.82534605	0.8412211	0.8660193	0.8173209	0.79554814	0.8098961	0.78146076	0.8803115	0.7591028	0.87864536	0.79263276	0.8038916	0.816587	0.8114456	0.82961434	0.8357559	0.88909054	0.7957438	0.9297981	0.9933783	0.817183	0.7789624	0.80754435	0.801096	0.8371037	0.8346187	0.73450315	0.82078123	0.78640556	0.84469175	0.78811413	0.75342953	0.7987285	0.79532135	0.8662389	0.8969257	0.7783623	0.82292074	0.77215886	0.82274246	0.8430871	0.832505	0.8418546	0.83981526	0.8356937	0.8340449	0.8328718	0.82990134	0.8267836	0.815296	0.8143104	0.8366147	0.82665634	0.7892617	0.73293084	0.83725893	0.7996759	0.81186587	0.8187079	0.6889936	0.8170194	0.84540635	0.6431439	0.8494676	0.8102832	0.8017655	0.8300506	0.85443705	0.8749973	0.83720475	0.81562203	0.8202389	0.8459387	0.8267082	0.8586088	0.799641	0.82796	0.81197965	0.8138923	0.7722004	0.77077055	0.8154526	0.7746327	0.78388655	0.79377115	0.8036143	0.8064051	0.79145676	0.87196517	0.7999045	0.8005141	0.7929045	0.75142777	0.8187762	0.8254354	0.77663547	0.807251	0.7742537	0.79825574	0.79046816	0.8262309	0.81640077	0.7982545	0.75258815	0.77432746	0.7308071	0.78611046	0.72458977	0.78135276	0.82321495	0.7474862	0.8002686	0.7710451	0.7850369	0.8000099	0.7902825	0.80796546	0.7638674	0.8321356
MS.1.7.lemma20.032	0.8828803	0.84414643	0.8727218	0.814944	0.9220331	0.90238374	0.90205127	0.8957452	0.85096234	0.8272339	0.83562887	0.89439833	0.85388875	0.8593288	0.8201629	0.8520398	0.8901819	0.8702391	0.84593326	0.89485043	0.89561224	0.8685774	0.89158165	0.83785266	0.8789039	0.81113136	0.87055427	0.81682575	0.9745264	0.9596709	0.8552127	0.94039017	0.84207267	0.89402336	0.8791234	0.8724436	0.8469647	0.85827386	0.899346	0.84981406	0.8617439	0.8730703	0.868956	0.9007131	0.8861961	0.8571448	0.87078947	0.8648458	0.8728872	0.86649233	0.86747766	0.8497985	0.85187006	0.87011737	0.86194456	0.87264943	0.86677545	0.8298158	0.790706	0.9073945	0.85340464	0.9343313	0.88936055	0.77821493	0.88094175	0.91619575	0.73763484	0.8686297	0.8416469	0.8454387	0.84576577	0.89685905	0.92771024	0.9121825	0.87122387	0.85202175	0.8240026	0.89759576	0.8697553	0.8997354	0.9310297	0.8979617	0.88565797	0.8842251	0.89713275	0.8921604	0.871511	0.9015616	0.87702936	0.93709195	0.84752476	0.8531296	0.8900263	0.8647077	0.8735935	0.87397915	0.8006685	0.9269739	0.9207293	0.8341905	0.8671101	0.8291624	0.9142752	0.8907696	0.8570385	0.88906384	0.9073941	0.84543544	0.8719796	0.8224228	0.86188847	0.8312904	0.86164683	0.89174616	0.81152946	0.9638045	0.8908835	0.8733583	0.9089429	0.87985307	0.8937384	0.8502812	0.8856233
MS.1.7.lemma20.033	0.9089521	0.8776753	0.87512136	0.8121424	0.9024167	0.90801096	0.90963846	0.8954571	0.8447647	0.86288565	0.83537847	0.93056023	0.82212645	0.885375	0.83865154	0.8434305	0.8764786	0.8649775	0.8416484	0.8923926	0.8994415	0.86046445	0.90737844	0.83967537	0.8644961	0.83282214	0.8908996	0.8480782	0.9505925	0.9751097	0.8091189	0.8958876	0.8451192	0.92672867	0.85859513	0.8287855	0.8345714	0.8347339	0.924034	0.8442428	0.83291435	0.9038224	0.8315052	0.9174377	0.8654443	0.84833074	0.89137954	0.862194	0.8945374	0.86686206	0.8948308	0.8621869	0.8896776	0.87190413	0.88867086	0.881565	0.89910483	0.8202125	0.79232514	0.90909636	0.9013327	0.89100707	0.9086877	0.78356403	0.9150508	0.94064885	0.7431372	0.89843804	0.8854484	0.89599204	0.8946234	0.9130621	0.8980118	0.897096	0.8688488	0.84715694	0.8520401	0.88083756	0.87151045	0.8902344	0.9085235	0.8888641	0.8627355	0.8489038	0.84474134	0.8649213	0.8403547	0.8571032	0.852366	0.8865467	0.9056436	0.86322117	0.926138	0.86900556	0.88292515	0.8689893	0.79657984	0.9073178	0.88694376	0.8277501	0.8539914	0.82929397	0.87153274	0.89540696	0.8836247	0.8751448	0.8656862	0.8242054	0.8730032	0.8174204	0.8769824	0.8108019	0.8418145	0.8920027	0.81607735	0.8957168	0.84971374	0.8777695	0.89087766	0.8680496	0.9065995	0.817193	0.89907795
MS.1.7.lemma20.034	0.8076212	0.78414506	0.72331154	0.78472686	0.8268549	0.8355949	0.811148	0.7995823	0.7396682	0.69407797	0.75524974	0.78677297	0.7554611	0.77055925	0.7637771	0.8318307	0.8273383	0.80635494	0.8080075	0.81766146	0.7672444	0.76239616	0.74761516	0.70615005	0.77426875	0.784395	0.7701328	0.7401046	0.81845117	0.8035614	0.9961127	0.8773575	0.84359074	0.7441987	0.7561367	0.75495124	0.7683263	0.723026	0.78564256	0.7863741	0.8427403	0.73953766	0.8637861	0.76814365	0.7994039	0.7849315	0.78071815	0.7901677	0.7720899	0.7922368	0.7729327	0.7707733	0.7543904	0.7750906	0.75659376	0.7719756	0.7516146	0.71551996	0.7158872	0.76941305	0.72828484	0.8476845	0.8125263	0.7395869	0.7487976	0.78114426	0.7115688	0.7872698	0.77758175	0.7614943	0.75478923	0.818952	0.79274637	0.82194793	0.7789198	0.7473417	0.6977737	0.7865063	0.74520254	0.7552809	0.8111117	0.83226174	0.8251157	0.7734088	0.8035424	0.83231246	0.78397393	0.81401104	0.82040966	0.83230203	0.73672193	0.74673355	0.7638928	0.7544181	0.77565265	0.7924932	0.73053634	0.80257165	0.7946644	0.7708381	0.82167816	0.7130592	0.82525605	0.77034086	0.78372633	0.7731993	0.80693555	0.72233284	0.7673589	0.7365605	0.75045395	0.7142366	0.7638718	0.8103035	0.70912075	0.8205766	0.8532208	0.7808121	0.75379366	0.81402004	0.77114433	0.80920553	0.76303
MS.1.7.lemma20.035	0.8840648	0.8405966	0.84666663	0.81579137	0.91213804	0.9233706	0.9018632	0.9121342	0.81216544	0.7754222	0.80986696	0.8595862	0.82916707	0.8368955	0.79943776	0.8685968	0.885438	0.8597994	0.8367576	0.86160094	0.88798934	0.89011043	0.8492687	0.8144444	0.86111015	0.80850106	0.83766747	0.798626	0.9109486	0.8970762	0.89976156	0.9815363	0.8800528	0.85250926	0.8728932	0.8289201	0.8541656	0.8645613	0.8708439	0.8585999	0.90149546	0.8245187	0.9006196	0.8453142	0.870604	0.84102786	0.8476306	0.85726196	0.85548884	0.852844	0.8431815	0.8367263	0.828671	0.8494126	0.83444273	0.85450345	0.8409828	0.7898927	0.7595957	0.86445814	0.8134953	0.9208983	0.8837166	0.7885479	0.8355514	0.89423996	0.7402465	0.8484168	0.8326591	0.84522426	0.82739156	0.8730279	0.8787923	0.89255726	0.8650719	0.8535738	0.7948975	0.87403595	0.8316192	0.84693843	0.90724707	0.89184564	0.90139616	0.8662048	0.89414704	0.9167351	0.8634161	0.9077315	0.9075063	0.9032822	0.8241311	0.84680456	0.85373086	0.8233746	0.856423	0.873245	0.8124724	0.9109897	0.9186829	0.8401427	0.87468237	0.79110616	0.92575604	0.86062074	0.84440297	0.86861575	0.8795239	0.8178834	0.8369614	0.8180834	0.83731043	0.769693	0.84737754	0.8737724	0.7849638	0.8960332	0.8973673	0.8890579	0.82493836	0.8617919	0.87967014	0.8681494	0.85905164
MS.1.7.lemma20.036	0.91871387	0.8839827	0.88256353	0.8243263	0.90829504	0.91571975	0.91948736	0.9294849	0.85607535	0.84529364	0.8449313	0.91395175	0.8545547	0.90121967	0.86868995	0.8703678	0.9075451	0.8924541	0.8835317	0.90676	0.88068026	0.8942725	0.8815905	0.83921087	0.88168555	0.85123426	0.88470507	0.85892403	0.93048364	0.9424459	0.83722097	0.94093025	0.8592623	0.8962963	0.865631	0.8366442	0.83626854	0.8061449	0.9058756	0.8647741	0.8838196	0.88816	0.8906003	0.8998056	0.864318	0.8564892	0.8789067	0.8705419	0.88023007	0.86685896	0.8764023	0.85692877	0.86456275	0.87062305	0.8704923	0.8811363	0.87982166	0.8090052	0.78341806	0.8820311	0.864329	0.8895711	0.91449654	0.8132447	0.8927246	0.91656363	0.77587724	0.8742909	0.8593867	0.8559204	0.8582805	0.9076123	0.8815121	0.9144393	0.8765527	0.85165316	0.83500105	0.8840269	0.8595372	0.8930824	0.92075795	0.9042613	0.8866902	0.86361563	0.8789254	0.9073547	0.85935897	0.8955286	0.8912111	0.8919069	0.88054353	0.86493355	0.9085367	0.8782096	0.9028595	0.8805096	0.82709193	0.9247522	0.89024407	0.854318	0.8741013	0.8249187	0.89305013	0.8912037	0.8536013	0.8674738	0.88710606	0.82128775	0.87688655	0.8396023	0.8746302	0.80781645	0.8584119	0.9005211	0.81345624	0.891649	0.86895466	0.84392166	0.8490523	0.8735662	0.89024246	0.8436043	0.8838242
