c1	KS.9.1.lemma20.000	KS.9.1.lemma20.001	KS.9.1.lemma20.002	KS.9.1.lemma20.003	KS.9.1.lemma20.004	KS.9.1.lemma20.005	KS.9.1.lemma20.006	KS.9.1.lemma20.007	KS.9.1.lemma20.008	KS.9.1.lemma20.009	KS.9.1.lemma20.010	KS.9.1.lemma20.011	KS.9.1.lemma20.012	KS.9.1.lemma20.013	KS.9.1.lemma20.014	KS.9.1.lemma20.015	KS.9.1.lemma20.016	KS.9.1.lemma20.017	KS.9.1.lemma20.018	KS.9.1.lemma20.019	KS.9.1.lemma20.020	KS.9.1.lemma20.021	KS.9.1.lemma20.022	KS.9.1.lemma20.023	KS.9.1.lemma20.024	KS.9.1.lemma20.025	KS.9.1.lemma20.026	KS.9.1.lemma20.027	KS.9.1.lemma20.028	KS.9.1.lemma20.029	KS.9.1.lemma20.030	KS.9.1.lemma20.031	KS.9.11.lemma20.000	KS.9.11.lemma20.001	KS.9.11.lemma20.002	KS.9.11.lemma20.003	KS.9.11.lemma20.004	KS.9.11.lemma20.005	KS.9.11.lemma20.006	KS.9.11.lemma20.007	KS.9.11.lemma20.008	KS.9.11.lemma20.009	KS.9.11.lemma20.010	KS.9.11.lemma20.011	KS.9.11.lemma20.012	KS.9.11.lemma20.013	KS.9.11.lemma20.014	KS.9.11.lemma20.015	KS.9.11.lemma20.016	KS.9.11.lemma20.017	KS.9.11.lemma20.018	KS.9.11.lemma20.019	KS.9.11.lemma20.020	KS.9.11.lemma20.021	KS.9.11.lemma20.022	KS.9.11.lemma20.023	KS.9.11.lemma20.024	KS.9.11.lemma20.025	KS.9.11.lemma20.026	KS.9.11.lemma20.027	KS.9.11.lemma20.028	KS.9.11.lemma20.029	KS.9.11.lemma20.030	KS.9.11.lemma20.031	KS.9.11.lemma20.032	KS.9.11.lemma20.033	KS.9.11.lemma20.034	KS.9.11.lemma20.035	KS.9.11.lemma20.036	KS.9.11.lemma20.037	KS.9.11.lemma20.038	KS.9.11.lemma20.039	KS.9.11.lemma20.040	KS.9.11.lemma20.041	KS.9.11.lemma20.042	KS.9.11.lemma20.043	KS.9.11.lemma20.044	KS.9.11.lemma20.045	KS.9.11.lemma20.046	KS.9.11.lemma20.047	KS.9.11.lemma20.048	KS.9.11.lemma20.049	KS.9.11.lemma20.050	KS.9.11.lemma20.051	KS.9.11.lemma20.052	KS.9.11.lemma20.053	KS.9.11.lemma20.054	KS.9.11.lemma20.055	KS.9.11.lemma20.056	KS.9.11.lemma20.057	KS.9.11.lemma20.058	KS.9.11.lemma20.059	KS.9.11.lemma20.060	KS.9.11.lemma20.061	KS.9.11.lemma20.062	KS.9.11.lemma20.063	KS.9.11.lemma20.064	KS.9.11.lemma20.065	KS.9.11.lemma20.066	KS.9.11.lemma20.067	KS.9.11.lemma20.068	KS.9.11.lemma20.069	KS.9.11.lemma20.070	KS.9.11.lemma20.071	KS.9.11.lemma20.072	KS.9.11.lemma20.073	KS.9.11.lemma20.074	KS.9.11.lemma20.075	KS.9.11.lemma20.076	KS.9.11.lemma20.077	KS.9.11.lemma20.078	KS.9.11.lemma20.079	KS.9.11.lemma20.080	KS.9.11.lemma20.081	KS.9.11.lemma20.082	KS.9.11.lemma20.083	KS.9.11.lemma20.084	KS.9.11.lemma20.085	KS.9.11.lemma20.086	KS.9.11.lemma20.087	KS.9.11.lemma20.088	KS.9.11.lemma20.089	KS.9.11.lemma20.090
MS.1.7.lemma20.010	0.91108364	0.8663321	0.85823935	0.81313384	0.88582426	0.9215813	0.93339616	0.96416944	0.8544047	0.81801814	0.84479636	0.89880884	0.8573682	0.9048043	0.84225285	0.8379601	0.91780937	0.88369936	0.84187025	0.8811041	0.8526118	0.9307064	0.86241114	0.8305002	0.8990845	0.82359743	0.8762816	0.8710637	0.9039998	0.9129345	0.8066369	0.93751174	0.86547625	0.8828122	0.8656837	0.8354183	0.8118969	0.77554035	0.8717461	0.86359453	0.8673918	0.8407673	0.87375283	0.8605612	0.83832717	0.83047974	0.86065763	0.85278803	0.86779493	0.8484899	0.8647485	0.8514715	0.8590457	0.8619243	0.8584247	0.8666152	0.8653935	0.7855905	0.75215214	0.8599383	0.8229945	0.8746971	0.89647233	0.8261462	0.85142106	0.90635914	0.7759508	0.8581294	0.847498	0.841593	0.8304181	0.8897874	0.8783019	0.9097912	0.90434533	0.83326	0.800955	0.85479486	0.8695936	0.8957409	0.9195714	0.91547877	0.8846028	0.8847816	0.8958209	0.9096395	0.8835168	0.91149426	0.9172613	0.90061927	0.86760485	0.8564228	0.8866881	0.8839829	0.8984844	0.87754786	0.8470754	0.9054511	0.8814853	0.8398232	0.8689576	0.8019188	0.8791741	0.8927559	0.8743166	0.84186834	0.87871754	0.81597316	0.8389493	0.8544394	0.84680706	0.76784104	0.8796303	0.8895943	0.8206803	0.8496155	0.83975136	0.83586526	0.8310438	0.86498594	0.8642037	0.86019266	0.873044
MS.1.7.lemma20.011	0.851959	0.802462	0.80951786	0.81592983	0.80283034	0.82523304	0.82230103	0.8368433	0.99327904	0.9150351	0.9772168	0.87683755	0.86448854	0.83950293	0.8441597	0.8126217	0.85297	0.85230696	0.83477056	0.84777486	0.84759474	0.82126456	0.8685921	0.79965895	0.8889362	0.85972756	0.9683393	0.91278255	0.8280096	0.83914554	0.7572807	0.82969695	0.8250043	0.84084433	0.81582785	0.79898137	0.80582726	0.7568432	0.80693465	0.75980234	0.7727542	0.8101224	0.8166011	0.822312	0.8355414	0.8112982	0.8199285	0.7971614	0.7901334	0.79587144	0.7954783	0.7746225	0.7812193	0.8083316	0.7943216	0.80180186	0.7876891	0.7128977	0.6526426	0.8304798	0.76248986	0.80102044	0.8069262	0.75536394	0.82276547	0.8554611	0.80280733	0.83941424	0.7690011	0.7890468	0.8242266	0.8631584	0.8337382	0.89065605	0.83988816	0.7692961	0.76247597	0.794225	0.8336519	0.853448	0.8452138	0.8628581	0.80859107	0.83477116	0.8253716	0.8535799	0.83238983	0.84496325	0.8524658	0.86531216	0.8213324	0.8512404	0.890733	0.8771435	0.85910654	0.8107076	0.8098875	0.8452791	0.8179955	0.7764624	0.85572326	0.88743603	0.8194197	0.82926947	0.82758206	0.81036013	0.84694004	0.7965228	0.8302553	0.83283436	0.85585517	0.76417524	0.86873376	0.8766966	0.7885519	0.82483816	0.7838692	0.7669557	0.91275585	0.8278261	0.8113932	0.8146152	0.80620426
MS.1.7.lemma20.012	0.85009855	0.84654176	0.7941073	0.75659615	0.7981497	0.81199366	0.7950225	0.82823795	0.90730846	0.960025	0.88169765	0.90806085	0.8327243	0.8789566	0.92154956	0.772945	0.78990257	0.895819	0.8682906	0.8709664	0.85662776	0.7816554	0.9064849	0.81974924	0.8728382	0.8886885	0.90353626	0.85881305	0.84457546	0.8556208	0.7336052	0.8055538	0.7979943	0.84848666	0.77710575	0.7612223	0.7925184	0.7851527	0.87557936	0.77509946	0.77908176	0.86906385	0.79056716	0.8709564	0.82535774	0.81597567	0.8571395	0.8112958	0.8417966	0.82461303	0.8499483	0.8058813	0.8354031	0.8419915	0.8523937	0.83469504	0.84699416	0.74790764	0.7341503	0.8556189	0.8504927	0.81520456	0.8429574	0.76235044	0.869485	0.8706951	0.7645519	0.8575277	0.832026	0.84020233	0.88759077	0.8857342	0.8332025	0.8644706	0.8017433	0.788333	0.7856817	0.8325971	0.83432287	0.86801016	0.84992844	0.82372093	0.8094277	0.7936558	0.77869844	0.84273374	0.7745373	0.79192746	0.81587183	0.8311795	0.9215818	0.8933322	0.929854	0.8607823	0.8606036	0.8361143	0.77441645	0.86431986	0.82611775	0.75812364	0.8644196	0.89657354	0.79649234	0.8031149	0.804143	0.82972556	0.845829	0.79601634	0.86318815	0.80035895	0.86774933	0.7991714	0.8220775	0.86343765	0.80279535	0.82324237	0.8170791	0.80348283	0.87351525	0.8242268	0.8717844	0.7552499	0.8061289
MS.1.7.lemma20.013	0.8161308	0.7506809	0.75669295	0.70247066	0.74102175	0.73960364	0.7381635	0.7690288	0.9168476	0.98868227	0.88387686	0.85705423	0.7980832	0.8279487	0.8621924	0.73341674	0.7444036	0.8245392	0.8223545	0.81566954	0.81757647	0.73184377	0.8909939	0.7805445	0.8306291	0.85628664	0.8966452	0.83404434	0.8088742	0.82159925	0.68375456	0.7602619	0.7361272	0.80577505	0.75633204	0.7356664	0.7722991	0.78316945	0.81951255	0.72521085	0.700689	0.82807803	0.7343191	0.8316528	0.7653228	0.7691633	0.7843892	0.75309813	0.75640196	0.76948917	0.7686232	0.7506407	0.75895524	0.77815014	0.768561	0.78095746	0.7673469	0.6917356	0.6539441	0.8156802	0.7823818	0.7424731	0.77424645	0.6938368	0.8308681	0.82162875	0.73230517	0.8052226	0.7537079	0.76903975	0.8281386	0.84001803	0.7908934	0.83663255	0.7529691	0.73702335	0.7506306	0.7824435	0.7845124	0.8174149	0.79098934	0.78688514	0.7606663	0.77212	0.7446703	0.7915353	0.7386112	0.74812275	0.75496936	0.7884092	0.84442365	0.8339551	0.8856511	0.8494333	0.79708433	0.78813475	0.7326164	0.8122246	0.77483803	0.6996668	0.79164815	0.9081795	0.7437567	0.76617783	0.75329727	0.769747	0.79685813	0.75374424	0.8210608	0.77561677	0.8338475	0.76303756	0.80320805	0.8154222	0.7511991	0.800371	0.7755276	0.7362496	0.86998785	0.75212723	0.823712	0.7130619	0.7745046
MS.1.7.lemma20.014	0.8573255	0.80735636	0.80840164	0.8286711	0.813669	0.8388283	0.82886535	0.8578765	0.9806708	0.9011125	0.9961589	0.8907362	0.8805461	0.85133964	0.8639198	0.8124338	0.86305565	0.87782395	0.85080755	0.86480385	0.8382278	0.83183765	0.8637714	0.7931977	0.9058655	0.86288464	0.9665858	0.9232117	0.8320269	0.85249466	0.77590007	0.8487781	0.8328112	0.83792335	0.81012857	0.80444926	0.80929047	0.75824535	0.8139761	0.77370435	0.7866219	0.8039566	0.8251954	0.8225298	0.8380747	0.7994765	0.81747586	0.79273605	0.79088545	0.7888456	0.7961839	0.76988363	0.78263164	0.8072314	0.7995986	0.7969106	0.78945196	0.72331136	0.6537711	0.8340174	0.7611108	0.8069219	0.8157171	0.75449926	0.8169999	0.85669833	0.8054718	0.838281	0.7807395	0.79710084	0.82939935	0.87538	0.8404567	0.89517397	0.84742683	0.77783316	0.7685309	0.8005234	0.8356034	0.86834246	0.85951626	0.8667818	0.8140221	0.8426154	0.8353909	0.86024886	0.84297854	0.8581405	0.86626655	0.8767615	0.8332135	0.8587817	0.89368606	0.87286925	0.8588786	0.8224774	0.81625944	0.85768545	0.8272901	0.7803967	0.8730656	0.8797225	0.8316766	0.83500534	0.83841	0.82328105	0.85157907	0.8076171	0.8284478	0.83034194	0.85415083	0.75809395	0.86136806	0.87385386	0.80373377	0.8306964	0.8029425	0.78370917	0.91598415	0.83176535	0.8194764	0.8247581	0.8054332
MS.1.7.lemma20.015	0.9117263	0.89563686	0.89070576	0.85947293	0.89877164	0.9115606	0.8900142	0.89004904	0.8576045	0.8481068	0.87123936	0.9626819	0.8596508	0.8890879	0.89346236	0.8910351	0.8977415	0.89522815	0.89626336	0.9127066	0.8811257	0.8716178	0.8882351	0.85397357	0.87232995	0.85055584	0.8998509	0.87468123	0.8954915	0.8820911	0.8309963	0.8864798	0.88597345	0.9102695	0.8533119	0.8374573	0.83716816	0.8161233	0.8940046	0.83955675	0.8522851	0.86675704	0.86002713	0.8862184	0.89082915	0.87382466	0.89746493	0.89297855	0.8900469	0.87771827	0.88955456	0.86601985	0.8797506	0.8859995	0.8843755	0.8729809	0.8780472	0.7986713	0.7508707	0.88209283	0.86823785	0.89453095	0.9063025	0.77199566	0.8792916	0.8950383	0.7487924	0.8692574	0.8620068	0.8797737	0.87870926	0.9068977	0.8611887	0.92238784	0.8816549	0.80215657	0.8383178	0.8408813	0.86091375	0.88173586	0.89335567	0.88551545	0.8556693	0.83698267	0.8423649	0.8759592	0.85326385	0.8669135	0.88140947	0.87505716	0.8790652	0.8280187	0.89983886	0.87270886	0.89976126	0.8694785	0.8266284	0.876812	0.8755929	0.85718626	0.87090546	0.82836145	0.8729315	0.89098436	0.8634726	0.858643	0.8706394	0.79617053	0.861074	0.8103344	0.8564233	0.8008594	0.83430916	0.88845664	0.81595725	0.835205	0.822854	0.84597194	0.83406335	0.8940375	0.85667425	0.85629064	0.8705239
MS.1.7.lemma20.016	0.870634	0.845198	0.83861023	0.82574844	0.830096	0.8440704	0.84420305	0.86147386	0.91096425	0.8933627	0.9144211	0.9412776	0.93266106	0.88425905	0.9011594	0.8267396	0.8728476	0.9142356	0.8808442	0.9057183	0.84997815	0.83292574	0.8781183	0.7870265	0.89376396	0.8882026	0.9384813	0.92427033	0.8601934	0.86366326	0.77526003	0.8467941	0.8570544	0.88451946	0.82689077	0.80024785	0.80641484	0.79688704	0.8431169	0.78291327	0.79457986	0.84477854	0.8139529	0.86956507	0.85995746	0.82445794	0.8507735	0.82465225	0.8354247	0.8385485	0.84746414	0.8154848	0.8349778	0.85612375	0.8489015	0.8373163	0.83620995	0.78053397	0.7284768	0.8416552	0.817388	0.83234656	0.8470003	0.76483506	0.8569944	0.86960787	0.7942557	0.86130655	0.8050141	0.82627577	0.86233515	0.8807555	0.83776885	0.9016194	0.8592316	0.7855304	0.7876921	0.8088596	0.87631935	0.869947	0.8555045	0.8679237	0.82285935	0.84146225	0.8262244	0.8539127	0.83282524	0.8460509	0.8578069	0.8677626	0.8809931	0.87434345	0.89775264	0.9032577	0.8657083	0.8641978	0.81394094	0.8738848	0.8387544	0.78582716	0.8788005	0.8656171	0.82473063	0.83953553	0.84280735	0.8622394	0.88062954	0.8386671	0.8834799	0.8238112	0.88612705	0.83087647	0.8500799	0.89456725	0.807765	0.83143264	0.8286289	0.8059505	0.8910272	0.8391283	0.84310204	0.81394446	0.80952483
MS.1.7.lemma20.017	0.9056279	0.88542473	0.8557025	0.8385305	0.86854005	0.88400114	0.87056	0.88531995	0.8799619	0.86777985	0.8753803	0.9190974	0.95023924	0.9761243	0.9101583	0.86452496	0.90510017	0.94873136	0.8985286	0.91022336	0.86617494	0.8647052	0.8779984	0.85175323	0.9329306	0.8723778	0.88859284	0.8773446	0.87431437	0.86961913	0.7982842	0.8825947	0.8924565	0.89424163	0.87762237	0.8566975	0.84940094	0.80833054	0.8761536	0.8846742	0.8367823	0.8585682	0.85367274	0.88684213	0.87134725	0.86051095	0.87788194	0.8650838	0.86490035	0.86158556	0.86529136	0.8535817	0.85798144	0.88785267	0.87047064	0.87682265	0.8640509	0.76716906	0.7296222	0.86536026	0.8255681	0.85928404	0.8924008	0.8040188	0.8791651	0.9017846	0.8365104	0.89448595	0.8381676	0.8398763	0.84695894	0.9044685	0.8781445	0.90644735	0.8800452	0.8106438	0.7989393	0.8719251	0.8810575	0.93014276	0.9154231	0.90953165	0.88101655	0.8965735	0.8865745	0.91507024	0.89071786	0.90900856	0.90396243	0.9042651	0.88577384	0.8902942	0.9158922	0.8967682	0.89564043	0.8981133	0.8381462	0.8963763	0.9040037	0.86349857	0.91786623	0.87125635	0.8949107	0.8804288	0.8536676	0.8919414	0.913925	0.8649544	0.8896046	0.86815166	0.90052056	0.8108369	0.88876134	0.9190374	0.8509438	0.85224295	0.84316695	0.83305556	0.85656214	0.8705095	0.8815735	0.84833056	0.84585345
MS.1.7.lemma20.018	0.86943686	0.85889584	0.8009666	0.7719482	0.80615306	0.81363964	0.79951423	0.8438171	0.85576063	0.8792695	0.8548859	0.89434385	0.8622795	0.8945835	0.9873625	0.8101647	0.8171087	0.92486304	0.93300575	0.9141094	0.8102468	0.79512507	0.8530215	0.7870366	0.871439	0.9042821	0.87544155	0.864054	0.8208393	0.8161093	0.76167005	0.8197249	0.8263648	0.83794785	0.7784369	0.7625092	0.7872545	0.7669909	0.8419764	0.7898568	0.7902041	0.83068514	0.8169775	0.8466591	0.83128107	0.7945831	0.8177077	0.8131363	0.81505525	0.8173996	0.8180995	0.80330515	0.8129442	0.8275063	0.81825465	0.81458634	0.8081143	0.7549822	0.72079295	0.836611	0.8160259	0.79924124	0.8466435	0.7824331	0.8317712	0.8314566	0.8310122	0.8445033	0.8088712	0.8341747	0.8480938	0.8889368	0.81954086	0.8639368	0.80612075	0.7839932	0.7923453	0.82716167	0.8435913	0.8532126	0.84343415	0.8388379	0.8072008	0.8245544	0.79065627	0.8447602	0.81244475	0.80791765	0.8395139	0.8467944	0.8888754	0.837852	0.8877537	0.851348	0.84019756	0.85328025	0.7782237	0.85336715	0.82262075	0.7800747	0.8537301	0.8466741	0.81649023	0.8233845	0.8009258	0.82799375	0.8517737	0.8253811	0.8682602	0.84524024	0.8838698	0.7847312	0.8459021	0.87095773	0.7849993	0.8030889	0.816009	0.7771517	0.832239	0.82613486	0.84295315	0.79368395	0.7895726
MS.1.7.lemma20.019	0.8844345	0.8556291	0.8756651	0.8440958	0.9004121	0.90605706	0.87632805	0.8702786	0.80240124	0.7422921	0.81180173	0.8514633	0.85245174	0.8557763	0.78960335	0.97790056	0.96073174	0.84471834	0.8239234	0.8390949	0.8330323	0.8883817	0.8068939	0.81150603	0.8255953	0.788927	0.82607675	0.79656017	0.8595157	0.81905514	0.8644393	0.90199256	0.91190934	0.8341229	0.86427003	0.839285	0.8234646	0.7418026	0.80982286	0.83605593	0.87241507	0.75089955	0.88666636	0.79249406	0.83745813	0.8367446	0.8460521	0.86164516	0.84678906	0.8459117	0.8416353	0.8338457	0.829552	0.846826	0.8301631	0.8311453	0.8236878	0.74970067	0.6917833	0.7997305	0.75624764	0.8914546	0.8697667	0.79788435	0.77380514	0.858353	0.7479549	0.8537194	0.81723404	0.8032878	0.78794354	0.84957373	0.85349274	0.9047096	0.8689444	0.74756426	0.74755776	0.7983358	0.8084	0.8389431	0.86697185	0.8924942	0.85197014	0.85927224	0.8714696	0.88392514	0.876391	0.89402026	0.8970623	0.88250756	0.77007926	0.78699297	0.81247985	0.83007014	0.8598989	0.829181	0.8366403	0.8487222	0.8475741	0.85733217	0.8696933	0.73677063	0.8903394	0.8888794	0.83194715	0.82366264	0.85826105	0.77418053	0.80592376	0.8258852	0.81446505	0.7336908	0.8526112	0.87766737	0.76679325	0.8137828	0.8157234	0.78643435	0.7739504	0.88669074	0.7707362	0.88495356	0.83689743
MS.1.7.lemma20.020	0.9029925	0.8902055	0.90432924	0.8622494	0.9104101	0.9155228	0.9085379	0.89502585	0.8603068	0.8102964	0.8503476	0.9131938	0.8779502	0.88899976	0.83245075	0.91512656	0.9716048	0.88570046	0.83505076	0.8872315	0.87389517	0.8885029	0.8649636	0.8172635	0.88101405	0.81494915	0.88378936	0.85688335	0.9066354	0.8894398	0.80554664	0.89276975	0.87804425	0.9107034	0.861279	0.84454274	0.83531225	0.78425974	0.8759515	0.8416762	0.8535815	0.8373426	0.85994226	0.8656642	0.8672813	0.8497718	0.8629679	0.85057294	0.85261846	0.85491663	0.8580187	0.84210265	0.84624183	0.8666059	0.8521659	0.85390866	0.84715366	0.79028326	0.7549993	0.8579464	0.8177271	0.88413084	0.89604044	0.8113207	0.8525367	0.90219194	0.7704286	0.8766333	0.8415252	0.8650496	0.82986253	0.88876086	0.88392097	0.9097893	0.90185285	0.8019353	0.8065286	0.83613074	0.8805983	0.8919235	0.90811473	0.9011225	0.8475495	0.87389153	0.857106	0.8799857	0.89230806	0.8848627	0.8898358	0.8966879	0.8559968	0.85229135	0.87835	0.8781195	0.9034694	0.8519952	0.84275895	0.8857006	0.88158154	0.86358875	0.8898505	0.80863625	0.8934942	0.89691085	0.8838985	0.8843308	0.87843084	0.82290167	0.8490571	0.8160131	0.8707229	0.7811424	0.8511015	0.9129911	0.84983855	0.862591	0.8381504	0.8145962	0.8390361	0.8773218	0.856443	0.85033387	0.881932
MS.1.7.lemma20.021	0.8847108	0.88436365	0.8333784	0.82930005	0.85641664	0.8714879	0.8532443	0.88403636	0.868402	0.8624585	0.8695027	0.90991414	0.932583	0.90836436	0.9444383	0.8476283	0.8741442	0.98984843	0.93058825	0.9372333	0.8399771	0.8339616	0.8600828	0.80535865	0.92142886	0.88692063	0.879851	0.8620372	0.86876863	0.8664323	0.8149919	0.8816382	0.88816917	0.8724237	0.8333901	0.8196832	0.83480597	0.805828	0.8714739	0.8248647	0.85411483	0.84825814	0.8690257	0.8796588	0.87721294	0.83588547	0.86538476	0.85291374	0.863229	0.84853673	0.862386	0.83328897	0.8521001	0.8725372	0.86734194	0.85405743	0.8563616	0.7850273	0.75208855	0.8768586	0.83692	0.865189	0.8980182	0.8097752	0.86368304	0.88176686	0.8673754	0.9097726	0.8749747	0.86783475	0.85690963	0.9036135	0.881656	0.89700645	0.8595729	0.8101285	0.78451854	0.8552368	0.87477165	0.9094185	0.9101556	0.89072376	0.85049784	0.86870635	0.8598167	0.89354676	0.8700982	0.88942134	0.88766915	0.90186	0.8977241	0.88003314	0.90997815	0.8795337	0.882757	0.88987166	0.8157602	0.908297	0.8814503	0.8310711	0.9144439	0.8700088	0.8679678	0.85961944	0.8523013	0.89155364	0.9139708	0.8805588	0.91243726	0.8806332	0.9153352	0.82611096	0.87518156	0.91073996	0.8222044	0.86061716	0.84760773	0.83680123	0.86335385	0.86475086	0.8845809	0.8404158	0.8251527
MS.1.7.lemma20.022	0.8772815	0.8633648	0.8054528	0.82697296	0.8393452	0.8495548	0.8283961	0.8494745	0.82417893	0.84744567	0.8319512	0.9000284	0.8499602	0.8732368	0.9505667	0.8184433	0.8267925	0.9115016	0.98984486	0.9536719	0.8298775	0.7994886	0.8574241	0.8228813	0.85854924	0.8989854	0.85943484	0.84420705	0.8519437	0.8401596	0.8166284	0.86067057	0.8448379	0.8534736	0.8082377	0.7883494	0.8133092	0.81264883	0.8594549	0.8218855	0.83716744	0.8547372	0.85260105	0.8718933	0.8767009	0.83012027	0.84668183	0.85157365	0.84768134	0.8540953	0.850775	0.83261585	0.83536226	0.84645444	0.8406687	0.8461766	0.841196	0.7844909	0.7297797	0.84921813	0.82754946	0.84195226	0.85991794	0.75049716	0.8487392	0.83765894	0.7780879	0.8427345	0.81712043	0.84228724	0.84531486	0.8990342	0.8418206	0.8844701	0.8274821	0.79136515	0.81465864	0.8452737	0.8397646	0.8482161	0.85621864	0.86290187	0.84546614	0.82347435	0.8187289	0.8561648	0.8097787	0.8213161	0.84963024	0.8632094	0.85936713	0.8011937	0.87402385	0.8569146	0.8476668	0.86731565	0.7947741	0.8769508	0.8366697	0.80598897	0.8651865	0.8208642	0.8329469	0.841726	0.814162	0.8364752	0.85378784	0.8143355	0.8628363	0.81703174	0.85937876	0.796144	0.8228212	0.8611985	0.7746435	0.8376515	0.8343004	0.78938305	0.8204743	0.8391418	0.8471489	0.8017839	0.8134811
MS.1.7.lemma20.023	0.85388887	0.84396553	0.82523805	0.83182013	0.8578379	0.86240643	0.88393545	0.8686951	0.82103056	0.81391174	0.8201884	0.90683967	0.84110177	0.86033565	0.8933756	0.80720115	0.85774016	0.890974	0.9123154	0.985899	0.8371432	0.80092037	0.8679015	0.8088852	0.86797464	0.8474118	0.85957295	0.856648	0.8836064	0.87951887	0.8142589	0.8676316	0.8340989	0.88804024	0.8129042	0.8265364	0.83714896	0.80801684	0.8692542	0.80976486	0.8455179	0.8613082	0.85415554	0.87364316	0.88440716	0.8146251	0.8352584	0.83091116	0.83796877	0.83737326	0.8403533	0.8171466	0.82503796	0.8378532	0.8312734	0.8327063	0.8280882	0.86217207	0.8011058	0.8594695	0.82610935	0.8517496	0.86429	0.7573537	0.8504089	0.85404205	0.7638424	0.84984666	0.82943064	0.8498534	0.84836096	0.87281793	0.8540971	0.8862074	0.86890155	0.8462769	0.811467	0.8632123	0.89839095	0.8679488	0.86726516	0.8769367	0.8475066	0.8476004	0.8130026	0.86257964	0.85215956	0.8317706	0.85520494	0.8839687	0.8654689	0.80891573	0.8756063	0.8514956	0.84558356	0.86116064	0.7824931	0.8724559	0.8519051	0.8194309	0.8540015	0.80969185	0.84975874	0.8706446	0.8675408	0.85275215	0.8548874	0.81907904	0.8546017	0.8026667	0.8509125	0.8015153	0.82213795	0.88166994	0.7896845	0.86872137	0.83000034	0.8084338	0.84950656	0.854453	0.8477606	0.8306331	0.842621
MS.1.7.lemma20.024	0.8949923	0.87009627	0.84602076	0.8168619	0.853667	0.88500017	0.874206	0.89759094	0.90235853	0.8634238	0.8987883	0.90575576	0.91152126	0.9017884	0.88030654	0.8392152	0.88692296	0.9308165	0.8784082	0.9000617	0.8727372	0.86736304	0.8678094	0.8297609	0.99701166	0.88058347	0.92026544	0.90846735	0.86763865	0.880908	0.79375625	0.8894699	0.86506706	0.8804665	0.8513696	0.8243361	0.82167965	0.8098094	0.87186664	0.8268702	0.8419216	0.8490933	0.85201174	0.8647988	0.8704687	0.82789767	0.8531479	0.8341519	0.8439103	0.8316659	0.84690714	0.81671876	0.8318825	0.85214496	0.84873337	0.845313	0.84315884	0.76677203	0.7379991	0.8751532	0.8210125	0.85152364	0.87650186	0.78499824	0.8598712	0.8919753	0.83955353	0.8750421	0.84538424	0.8475543	0.8651253	0.9115327	0.8728933	0.8964075	0.8706298	0.820686	0.80061185	0.8786799	0.88593644	0.930244	0.91059697	0.89806277	0.8647399	0.86987567	0.86503434	0.91242623	0.87239397	0.8945725	0.9002202	0.89812857	0.8808982	0.90654653	0.91173804	0.8734246	0.8722541	0.8741932	0.8228566	0.9014585	0.9103474	0.8338908	0.9309628	0.90475756	0.8741202	0.85162306	0.864263	0.8955605	0.91147673	0.8899181	0.8687556	0.87555176	0.89352953	0.7922219	0.90418124	0.901506	0.82844496	0.86100113	0.8454538	0.8508701	0.87670773	0.84805155	0.8701198	0.8428595	0.833806
MS.1.7.lemma20.025	0.82798564	0.8179794	0.7516523	0.7833827	0.77845603	0.81449836	0.79306024	0.82504886	0.8485168	0.8225874	0.8377808	0.84580815	0.8161071	0.8534129	0.8901877	0.77183026	0.8010377	0.8783992	0.90132135	0.87159497	0.80175346	0.7449245	0.7862831	0.74062467	0.86978453	0.9706446	0.8446688	0.8534176	0.78825796	0.8283336	0.78328234	0.8189346	0.8166807	0.79252595	0.76901	0.76512927	0.7515132	0.75081015	0.78462714	0.7619039	0.7924697	0.800417	0.84156406	0.8232599	0.83328307	0.7535183	0.7829997	0.7841607	0.78348744	0.7753988	0.78180146	0.75593156	0.7676845	0.77290744	0.7729706	0.779608	0.776886	0.70529467	0.6861514	0.7882889	0.7651148	0.77423334	0.819991	0.77274764	0.7968346	0.80747026	0.83430475	0.81358063	0.7583754	0.77579623	0.8068953	0.92870945	0.77703184	0.82027936	0.7939868	0.74923605	0.7115433	0.80197495	0.82324636	0.80506617	0.80302274	0.8372478	0.81115043	0.84139895	0.8022983	0.8349015	0.8104445	0.7986993	0.82716817	0.82933855	0.83832777	0.8258551	0.85820705	0.8430976	0.81886506	0.8457791	0.76865494	0.85165846	0.79705083	0.74944633	0.81476206	0.80522513	0.7947246	0.7995354	0.7661543	0.7907775	0.8124122	0.801015	0.82256675	0.8115017	0.84453386	0.7411373	0.8107958	0.8432421	0.7814909	0.8039506	0.8539034	0.776234	0.79405826	0.78989184	0.82547057	0.7863824	0.7447939
