c1	MS.1.6.lemma20.000	MS.1.6.lemma20.001	MS.1.6.lemma20.002	MS.1.6.lemma20.003	MS.1.6.lemma20.004	MS.1.6.lemma20.005	MS.1.6.lemma20.006	MS.1.6.lemma20.007	MS.1.6.lemma20.008	MS.1.6.lemma20.009	MS.1.6.lemma20.010	MS.1.6.lemma20.011	MS.1.6.lemma20.012	MS.1.6.lemma20.013	MS.1.6.lemma20.014	MS.1.6.lemma20.015	MS.1.6.lemma20.016	MS.1.6.lemma20.017	MS.1.6.lemma20.018	MS.1.6.lemma20.019	MS.1.6.lemma20.020	MS.1.6.lemma20.021	MS.1.6.lemma20.022	MS.1.6.lemma20.023	MS.1.6.lemma20.024	MS.1.6.lemma20.025	MS.1.6.lemma20.026	MS.1.6.lemma20.027	MS.1.6.lemma20.028	MS.1.6.lemma20.029	MS.1.6.lemma20.030	MS.1.6.lemma20.031	MS.1.6.lemma20.032	MS.1.6.lemma20.033	MS.1.6.lemma20.034	MS.1.6.lemma20.035	MS.1.6.lemma20.036	MS.1.6.lemma20.037	MS.1.6.lemma20.038	MS.1.6.lemma20.039	MS.1.6.lemma20.040	MS.1.6.lemma20.041	MS.1.6.lemma20.042	MS.1.6.lemma20.043	MS.1.6.lemma20.044	MS.1.6.lemma20.045	MS.1.6.lemma20.046	MS.1.6.lemma20.047	MS.1.6.lemma20.048	MS.1.6.lemma20.049	MS.1.6.lemma20.050	MS.1.6.lemma20.051	MS.1.6.lemma20.052	MS.1.6.lemma20.053	MS.1.6.lemma20.054	MS.1.6.lemma20.055	MS.1.6.lemma20.056	MS.1.6.lemma20.057	MS.1.6.lemma20.058	MS.1.6.lemma20.059	MS.1.6.lemma20.060	MS.1.6.lemma20.061	MS.1.6.lemma20.062	MS.1.6.lemma20.063	MS.1.6.lemma20.064	MS.1.6.lemma20.065	MS.1.6.lemma20.066	MS.1.6.lemma20.067	MS.1.6.lemma20.068	MS.1.6.lemma20.069	MS.1.6.lemma20.070	MS.1.6.lemma20.071	MS.1.6.lemma20.072	MS.1.6.lemma20.073	MS.1.6.lemma20.074	MS.1.6.lemma20.075	MS.1.6.lemma20.076	MS.1.6.lemma20.077	MS.1.6.lemma20.078	MS.1.6.lemma20.079	MS.1.6.lemma20.080	MS.1.6.lemma20.081	MS.1.6.lemma20.082	MS.1.6.lemma20.083	MS.1.6.lemma20.084	MS.1.6.lemma20.085	MS.1.6.lemma20.086	MS.1.6.lemma20.087	MS.1.6.lemma20.088	MS.1.6.lemma20.089	MS.1.6.lemma20.090	MS.1.6.lemma20.091	MS.1.6.lemma20.092	MS.1.6.lemma20.093	MS.1.6.lemma20.094	MS.1.6.lemma20.095	MS.1.6.lemma20.096	MS.1.6.lemma20.097	MS.1.6.lemma20.098	MS.1.6.lemma20.099	MS.1.6.lemma20.100	MS.1.6.lemma20.101	MS.1.6.lemma20.102	MS.1.6.lemma20.103	MS.1.6.lemma20.104	MS.1.6.lemma20.105	MS.1.6.lemma20.106	MS.1.6.lemma20.107	MS.1.6.lemma20.108	MS.1.6.lemma20.109	MS.1.6.lemma20.110	MS.1.6.lemma20.111	MS.1.6.lemma20.112	MS.1.6.lemma20.113	MS.1.6.lemma20.114	MS.1.6.lemma20.115	MS.1.6.lemma20.116	MS.1.6.lemma20.117	MS.1.6.lemma20.118	MS.1.6.lemma20.119	MS.1.6.lemma20.120	MS.1.6.lemma20.121	MS.1.6.lemma20.122	MS.1.6.lemma20.123	MS.1.6.lemma20.124	MS.1.6.lemma20.125	MS.1.6.lemma20.126	MS.1.6.lemma20.127	MS.1.6.lemma20.128	MS.1.6.lemma20.129	MS.1.6.lemma20.130	MS.1.6.lemma20.131	MS.1.6.lemma20.132	MS.1.6.lemma20.133	MS.1.6.lemma20.134	MS.1.6.lemma20.135	MS.1.6.lemma20.136	MS.1.6.lemma20.137	MS.1.6.lemma20.138	MS.1.6.lemma20.139	MS.1.6.lemma20.140	MS.1.6.lemma20.141	MS.1.6.lemma20.142	MS.1.6.lemma20.143	MS.1.6.lemma20.144	MS.1.6.lemma20.145	MS.1.6.lemma20.146	MS.1.6.lemma20.147	MS.1.6.lemma20.148	MS.1.6.lemma20.149	MS.1.6.lemma20.150	MS.1.6.lemma20.151	MS.1.6.lemma20.152	MS.1.6.lemma20.153	MS.1.6.lemma20.154	MS.1.6.lemma20.155	MS.1.6.lemma20.156	MS.1.6.lemma20.157	MS.1.6.lemma20.158	MS.1.6.lemma20.159	MS.1.6.lemma20.160	MS.1.6.lemma20.161	MS.1.6.lemma20.162	MS.1.6.lemma20.163	MS.1.6.lemma20.164	MS.1.6.lemma20.165	MS.1.6.lemma20.166	MS.1.6.lemma20.167	MS.1.6.lemma20.168
MS.1.1.lemma20.015	0.9518754	0.9410214	0.9616019	0.93578726	0.94296926	0.93983936	0.9371834	0.9397993	0.9027295	0.90209794	0.94889337	0.9257275	0.94164836	0.93478125	0.95088625	0.94122815	0.9266184	0.9520016	0.9304384	0.88646305	0.9305118	0.94805235	0.9357815	0.949821	0.7557759	0.8978893	0.9429618	0.95135164	0.940102	0.91148776	0.9334217	0.9372	0.94303936	0.92356646	0.9336448	0.95954794	0.9469588	0.9341605	0.9463572	0.9385093	0.8742625	0.95058	0.90776646	0.9385837	0.9310875	0.90133595	0.9451573	0.9534438	0.93202806	0.9414273	0.9376728	0.93102914	0.95550674	0.91377425	0.94136566	0.94502956	0.9430188	0.93263054	0.92548084	0.9462489	0.89688444	0.915164	0.9130453	0.95381165	0.9133444	0.90392536	0.92920375	0.95137864	0.913346	0.9503149	0.95158637	0.95703536	0.9420756	0.9327362	0.933979	0.9189312	0.84681594	0.9548757	0.94619787	0.8738029	0.82558817	0.90241	0.91279113	0.9267581	0.9139709	0.93913966	0.9223378	0.8963706	0.79576576	0.8902083	0.94451135	0.9293746	0.9327004	0.9362215	0.8429452	0.864814	0.93629575	0.8783417	0.93595856	0.92016363	0.8993368	0.9280685	0.9426556	0.65461165	0.9482739	0.9481135	0.95113254	0.94364405	0.9394606	0.92899024	0.8931294	0.9127504	0.90331006	0.87178814	0.89440954	0.9501783	0.9449311	0.93718743	0.9262345	0.9517479	0.8962727	0.9407967	0.8793662	0.9454895	0.9267932	0.939393	0.95491254	0.9392908	0.9534577	0.9337019	0.94468313	0.9432483	0.8138343	0.9408417	0.906729	0.93989056	0.9500259	0.9161927	0.93624187	0.9101009	0.9434595	0.9254225	0.93757653	0.8720339	0.9389614	0.9506002	0.9118913	0.911817	0.68947065	0.9350188	0.9540442	0.9438122	0.94949406	0.9517164	0.95883113	0.9374665	0.86715883	0.90863454	0.93916965	0.91860324	0.8786011	0.9557362	0.94533837	0.9036286	0.8663884	0.949304	0.81645167	0.8187074	0.93934476
MS.1.1.lemma20.016	0.91754013	0.9320715	0.92895424	0.92424536	0.9285348	0.92362046	0.9121922	0.905434	0.903132	0.91211545	0.92766273	0.9253632	0.9248403	0.91703826	0.9204737	0.90753543	0.88432133	0.92119616	0.89421254	0.8824991	0.908738	0.9135052	0.9286545	0.92133754	0.7691405	0.86205477	0.9078742	0.9000314	0.9196893	0.89182264	0.93712103	0.9050239	0.9337467	0.9135471	0.91287434	0.92420083	0.9277546	0.90289116	0.9209909	0.9003007	0.8641426	0.93332905	0.88223016	0.90686977	0.90751755	0.878411	0.9251973	0.9268303	0.9203236	0.9147929	0.9030883	0.92659646	0.9131324	0.8949692	0.9202254	0.92888117	0.9156164	0.92235625	0.89873254	0.9189859	0.867193	0.89669126	0.91245246	0.9050746	0.8850719	0.9070795	0.9044161	0.92298204	0.91024584	0.9231363	0.9277954	0.9075105	0.9322066	0.8910835	0.9275399	0.89752924	0.8465978	0.9381105	0.9061125	0.8479657	0.84731025	0.90010166	0.8930683	0.890785	0.88491446	0.8967454	0.9124029	0.85918164	0.7474325	0.88413	0.8945979	0.9078622	0.91192	0.91763526	0.8155825	0.86357427	0.9156263	0.8806758	0.9098057	0.92482215	0.8867295	0.9243017	0.91974807	0.68433094	0.923012	0.9108736	0.91484594	0.923233	0.9157002	0.92259437	0.88394195	0.89195144	0.9173838	0.8707479	0.8847046	0.9315823	0.91889536	0.90794754	0.90263253	0.9274626	0.8706218	0.9067595	0.8833904	0.9180511	0.8955067	0.92238903	0.91784465	0.9228287	0.91652966	0.92720664	0.9284486	0.9419104	0.8339908	0.93199754	0.9079964	0.9019425	0.9297584	0.8744471	0.90343916	0.9141853	0.91676307	0.918102	0.9071347	0.8411655	0.932235	0.93864113	0.90354264	0.894995	0.7194091	0.9102392	0.9181994	0.9061856	0.91379666	0.89992774	0.91709375	0.908947	0.8605061	0.9016364	0.9098493	0.9118953	0.87660474	0.9321462	0.9405608	0.90615726	0.8658732	0.9362912	0.84734553	0.85764194	0.9001728
MS.1.1.lemma20.017	0.91966903	0.93137467	0.9288341	0.93434644	0.9359611	0.9321648	0.9237782	0.93021095	0.9183454	0.90614027	0.93888694	0.9278875	0.9290742	0.9278526	0.92746675	0.9313787	0.9317827	0.9221334	0.9311702	0.88986975	0.92652816	0.9305912	0.9239516	0.9212502	0.78898776	0.89662254	0.91009146	0.90953827	0.9368779	0.9255352	0.93381083	0.9185244	0.92371815	0.9196544	0.9309941	0.924577	0.92616963	0.93489033	0.94694906	0.91155285	0.8778813	0.94176376	0.9027072	0.9140645	0.91507584	0.9233265	0.9292211	0.91434264	0.9254447	0.9343631	0.9075514	0.92128164	0.93264973	0.87233603	0.9331592	0.9214183	0.92821765	0.93179137	0.9037482	0.9225185	0.90467525	0.88704777	0.9316448	0.935782	0.911925	0.9170511	0.92440724	0.92379326	0.90327	0.92656094	0.9370309	0.9278777	0.9201197	0.92904866	0.9404867	0.92081416	0.8790878	0.9294351	0.9179456	0.8946519	0.85851	0.91665626	0.9187817	0.9184009	0.90875554	0.9154276	0.9120159	0.91387945	0.83275735	0.9039554	0.9161571	0.9251975	0.93340725	0.9028923	0.8464287	0.89493155	0.9407842	0.8988451	0.9175077	0.9114015	0.90363586	0.92281336	0.92155933	0.71227247	0.9263223	0.929817	0.9370586	0.92823243	0.91528064	0.91638386	0.9139866	0.91862875	0.9183553	0.87080973	0.9193782	0.93598443	0.92628425	0.93189216	0.8937768	0.92281955	0.89573205	0.9214714	0.8810735	0.9335513	0.92745805	0.92357856	0.9279334	0.92356443	0.92607707	0.90640956	0.9084494	0.91951907	0.850472	0.9140984	0.9149073	0.90655065	0.92573357	0.88809735	0.91789556	0.9279256	0.9279834	0.94202846	0.90884316	0.8920919	0.9178867	0.9276495	0.91492796	0.9217552	0.7669784	0.9210694	0.9206865	0.9167928	0.9238796	0.91597986	0.92859995	0.9246209	0.85458577	0.88303435	0.91426086	0.89237785	0.8778311	0.9210161	0.9256807	0.8919115	0.8697262	0.9322293	0.817464	0.8197423	0.9056847
MS.1.1.lemma20.018	0.92289466	0.90451425	0.9304198	0.89419234	0.9164089	0.90365064	0.92973894	0.9199854	0.8807902	0.89148414	0.920737	0.90478086	0.89156765	0.8922038	0.90783453	0.8906286	0.8880308	0.91599697	0.905088	0.8693906	0.8945254	0.91497904	0.90027285	0.91362226	0.7483734	0.8999036	0.915044	0.90586543	0.91235226	0.9140429	0.90191334	0.9231889	0.9337225	0.8980068	0.89979196	0.9199266	0.9126252	0.9144983	0.9115126	0.8826211	0.84964657	0.92541325	0.89429325	0.9190564	0.9154394	0.86787057	0.93399835	0.92259926	0.88522255	0.90545964	0.89484215	0.8756876	0.92414206	0.8774867	0.90569615	0.91542304	0.90980905	0.9131665	0.8993977	0.9259989	0.8355609	0.87572193	0.8904281	0.90741265	0.8922144	0.8833273	0.9056983	0.8963622	0.8691807	0.9106033	0.9032734	0.92489886	0.9164222	0.8901322	0.8939663	0.87545884	0.79970187	0.9176796	0.9014547	0.82981426	0.8130809	0.87513053	0.9057346	0.90318704	0.8856049	0.9286605	0.8843969	0.8519294	0.73961234	0.8671855	0.8839622	0.90268445	0.90255916	0.88721514	0.82551146	0.8011017	0.9052386	0.8361627	0.9001293	0.87338305	0.8703615	0.8917302	0.91296446	0.59335417	0.9346498	0.9131019	0.9245014	0.8948362	0.9242899	0.8978227	0.8478589	0.862105	0.8741797	0.83075786	0.87320054	0.92654943	0.9080453	0.897525	0.9285674	0.9344846	0.8787207	0.911345	0.86237717	0.9014001	0.8783352	0.8859294	0.9151591	0.889553	0.90576524	0.9043099	0.9149941	0.90365404	0.74982464	0.8979174	0.86480856	0.9120604	0.9015385	0.93933344	0.90241414	0.90231663	0.90285414	0.88929236	0.917752	0.8441212	0.9066417	0.9103172	0.8523504	0.8790802	0.6813612	0.9158247	0.9371923	0.9078467	0.93044126	0.90105444	0.92347133	0.8907258	0.8773817	0.8948835	0.9155501	0.9040239	0.8588327	0.9241363	0.9189792	0.88453674	0.84824514	0.9156774	0.7935684	0.7876605	0.9041382
MS.1.1.lemma20.019	0.9262027	0.92552245	0.93609047	0.93286085	0.93117696	0.91421306	0.9192156	0.90795535	0.91441673	0.8968631	0.93575764	0.91908896	0.92735094	0.92219555	0.9267489	0.93075216	0.9164804	0.93162155	0.9168748	0.9017745	0.92136467	0.9201375	0.9283588	0.93520105	0.8157804	0.9050567	0.91357094	0.91053164	0.9289199	0.915077	0.92848635	0.9145359	0.93271273	0.9237653	0.91925293	0.9246596	0.931345	0.9312172	0.9297402	0.9222756	0.89491844	0.92109895	0.902457	0.92533904	0.92450535	0.91592973	0.9281699	0.9359374	0.92600137	0.934235	0.9022186	0.9131566	0.9335865	0.9097247	0.93305796	0.92829496	0.92532647	0.92000234	0.91494775	0.9282029	0.893012	0.91802007	0.91575277	0.9348855	0.9057663	0.9170608	0.9288524	0.9135144	0.9155654	0.92156214	0.92422366	0.9271436	0.93815434	0.93154633	0.92662716	0.9254862	0.852031	0.94184434	0.92569214	0.8617037	0.86509025	0.92266566	0.9289764	0.91778123	0.90378255	0.91773796	0.922349	0.9021016	0.8002386	0.90141714	0.90953135	0.9113214	0.91969496	0.92059994	0.84435457	0.8689183	0.9256515	0.9081949	0.91679025	0.9250754	0.89366496	0.92056453	0.9311483	0.6934159	0.9279005	0.9175343	0.9246783	0.91723907	0.93294924	0.9368391	0.9062324	0.9155302	0.90600866	0.8788047	0.9116404	0.9313408	0.93660945	0.92303824	0.9002822	0.9348539	0.91900885	0.92221135	0.89506346	0.93669	0.91985977	0.92638016	0.92440283	0.91656446	0.92826194	0.9207879	0.92821217	0.92012656	0.8580187	0.9169203	0.89753985	0.92002493	0.9245611	0.9028939	0.9167055	0.92495555	0.9258399	0.9184179	0.92967373	0.8821647	0.92984885	0.92992395	0.9161626	0.925689	0.74848247	0.9288205	0.93557775	0.9262688	0.9332522	0.92094374	0.93459034	0.9162778	0.8927038	0.9090927	0.929106	0.91692305	0.8986453	0.94109595	0.9300251	0.9125322	0.890317	0.9275998	0.8286593	0.83292294	0.9187955
MS.1.1.lemma20.020	0.94392365	0.9462013	0.95432884	0.9383533	0.9442412	0.9385388	0.93441314	0.9425848	0.91428995	0.9160487	0.9548764	0.9374466	0.95099247	0.9412497	0.95012784	0.94032055	0.9216745	0.949452	0.93297064	0.8894489	0.9225025	0.9519689	0.94868267	0.94385993	0.75912946	0.89201194	0.93480736	0.94791824	0.94105935	0.9212551	0.94576705	0.9367962	0.95239866	0.9274955	0.92964846	0.9574093	0.9461041	0.93061984	0.9490166	0.9327823	0.88437855	0.94627905	0.910023	0.93776643	0.9295378	0.9031037	0.9437119	0.94760597	0.93237406	0.9363682	0.9356426	0.93665415	0.9464619	0.91049564	0.9395582	0.9457282	0.9303361	0.9248321	0.9220554	0.9443562	0.9051727	0.9177191	0.9088539	0.9427036	0.9062565	0.9122096	0.93929696	0.94105285	0.9182283	0.9441487	0.95171475	0.9394608	0.95340896	0.93551445	0.9435683	0.9251675	0.8576621	0.9552896	0.9406381	0.87425447	0.8404734	0.9099216	0.91436386	0.9223453	0.91728187	0.9250268	0.931307	0.90244	0.795013	0.8905442	0.9379331	0.9348835	0.9315317	0.9337161	0.8573885	0.8851885	0.939552	0.89590937	0.9384817	0.9351032	0.91876686	0.942234	0.9464454	0.6892992	0.950049	0.9405794	0.9461	0.94719195	0.93287903	0.93388075	0.91090953	0.9163607	0.91498727	0.8848739	0.91143864	0.9519236	0.94585025	0.9382185	0.91748047	0.94517374	0.9074062	0.933552	0.8878485	0.9493663	0.9194516	0.9384042	0.94990754	0.9399823	0.9515381	0.9395365	0.9407972	0.9414992	0.8334961	0.9508209	0.92489237	0.93632984	0.9573375	0.9006868	0.9372674	0.92208207	0.93934155	0.9404933	0.92745197	0.85937047	0.94579303	0.9507954	0.9104618	0.92275584	0.71003205	0.93944687	0.94249374	0.9420569	0.9425286	0.9429045	0.94964206	0.94163656	0.8716053	0.9086871	0.93122053	0.9189596	0.8815414	0.9469725	0.9407831	0.91208375	0.8677621	0.9479511	0.8366046	0.84564847	0.9369223
MS.1.1.lemma20.021	0.94032115	0.9214313	0.944766	0.920053	0.92446584	0.928859	0.9109189	0.9076231	0.8840262	0.87792295	0.9327172	0.90772796	0.9281225	0.9246763	0.94695204	0.9248291	0.9098052	0.93739253	0.91324854	0.8574574	0.9122185	0.92516387	0.9034156	0.9249482	0.74494064	0.8946879	0.9260548	0.93370825	0.9242413	0.90650094	0.91655004	0.9062237	0.9217743	0.9221183	0.9109609	0.93697923	0.91891325	0.91430044	0.92668056	0.9090158	0.8470231	0.9214732	0.8710065	0.9042407	0.9006186	0.90735006	0.919917	0.9212173	0.91379666	0.9147872	0.9033163	0.9241468	0.9322556	0.89512306	0.93026745	0.91446394	0.9212562	0.90533316	0.90139353	0.9351406	0.8687486	0.9168438	0.8745821	0.9303112	0.87066066	0.90671784	0.91220033	0.91664934	0.88723457	0.9414417	0.939751	0.9251305	0.9204283	0.92163837	0.91731244	0.8899866	0.82298446	0.9281591	0.9158516	0.85416937	0.8009021	0.888194	0.90055627	0.91596556	0.9120378	0.92624193	0.9057423	0.8832319	0.76277924	0.8820787	0.92428005	0.92077315	0.91528934	0.9150962	0.815956	0.84974575	0.93602127	0.848871	0.9160944	0.90495634	0.8594103	0.90007824	0.92991984	0.6386088	0.9239757	0.91462076	0.92739296	0.92199594	0.9227394	0.923191	0.87793577	0.88781965	0.88773143	0.8487475	0.8991253	0.938849	0.9304716	0.9459995	0.89588284	0.9293529	0.8824036	0.9364672	0.865772	0.9243118	0.91515243	0.91946983	0.9281818	0.93353486	0.9288608	0.91177535	0.9348907	0.9131646	0.80863076	0.92487484	0.8763406	0.91722906	0.9366679	0.8859859	0.9197094	0.9110289	0.92920053	0.9130068	0.91887414	0.8488484	0.9277909	0.9374936	0.88674855	0.88824975	0.6708139	0.9156271	0.92890054	0.9147612	0.9440389	0.9298905	0.93385124	0.9196443	0.8420351	0.8937173	0.9091164	0.90583014	0.8617411	0.93070376	0.92196274	0.89434	0.84704757	0.9344903	0.7898421	0.7897992	0.9243058
MS.1.1.lemma20.022	0.757337	0.81058574	0.7821486	0.8291193	0.8024082	0.77768797	0.77498734	0.7586466	0.8099388	0.80222553	0.79533637	0.78817016	0.8097127	0.79932463	0.7692548	0.80749893	0.761822	0.7625179	0.79509103	0.8159763	0.81105673	0.77387536	0.80915385	0.8020048	0.83146524	0.7356131	0.7353411	0.74573165	0.77589345	0.7579794	0.79340124	0.7499874	0.78802854	0.80888623	0.7927022	0.7604805	0.78062963	0.7695909	0.794901	0.80504346	0.8142318	0.77320373	0.81375676	0.8108554	0.8105889	0.79656565	0.7879221	0.7832395	0.81571126	0.80497	0.7515007	0.8076643	0.7807849	0.76831007	0.7902396	0.78438425	0.82041633	0.7900787	0.74376976	0.7843578	0.81824404	0.7942461	0.80535364	0.81164503	0.81038207	0.78818524	0.79425687	0.77133024	0.8419209	0.79729456	0.7925459	0.7783322	0.7972902	0.82119167	0.81212556	0.82281834	0.7956865	0.82034624	0.7864944	0.76743096	0.79344475	0.84253526	0.7750499	0.76408124	0.7751701	0.757693	0.7937553	0.82241714	0.7396946	0.77372324	0.76687753	0.78758883	0.7982707	0.7730808	0.7344084	0.81656337	0.7683363	0.81396794	0.7654333	0.81032515	0.79328334	0.81320685	0.7984513	0.7618864	0.7527662	0.762262	0.758866	0.77686465	0.7825608	0.8025662	0.8224367	0.81553555	0.8226266	0.8146041	0.79155385	0.7876138	0.79373574	0.78783524	0.73270667	0.79382896	0.8034091	0.7762164	0.8284131	0.7920096	0.8072182	0.7863427	0.7728523	0.7902713	0.77362585	0.77683985	0.7904243	0.7789911	0.8430728	0.7921786	0.7865702	0.7657469	0.78563356	0.7161677	0.77125037	0.79173803	0.7950889	0.7796645	0.77124584	0.81059253	0.79291797	0.78925264	0.8330555	0.79716057	0.76189876	0.78538257	0.7720231	0.77838784	0.7820653	0.7688389	0.7859142	0.79482913	0.75208217	0.79009223	0.78384686	0.7943833	0.8160128	0.7964947	0.79209846	0.8110572	0.81184334	0.8012903	0.76958704	0.7895137	0.7330322
MS.1.1.lemma20.023	0.83143544	0.865887	0.8372141	0.87583435	0.85826564	0.85572696	0.8468064	0.83526236	0.87724626	0.8410554	0.8591765	0.8575597	0.8590423	0.8510602	0.8650312	0.8896699	0.88001466	0.83831286	0.88205427	0.862691	0.8625534	0.85002625	0.86400414	0.83924264	0.7523972	0.8541385	0.83545136	0.82608855	0.8587157	0.8583683	0.8423909	0.83171713	0.8422173	0.86131984	0.85557854	0.8347556	0.84412676	0.87554526	0.85899204	0.856308	0.8267726	0.8536863	0.84531224	0.86139184	0.85973287	0.87813485	0.85697865	0.8443038	0.86352736	0.84758985	0.82247555	0.84345293	0.8587824	0.81015897	0.8632617	0.8553454	0.8525716	0.8494704	0.83533394	0.84208494	0.87229025	0.8316685	0.85701	0.8677205	0.8336836	0.84763503	0.8354687	0.83757	0.86554205	0.8370381	0.8517381	0.84159863	0.8530706	0.8780255	0.863618	0.8839356	0.85597175	0.8505429	0.85441935	0.8549659	0.8120258	0.85195804	0.86778724	0.84865206	0.8408545	0.839622	0.8574317	0.8553465	0.8317063	0.836079	0.8581496	0.8560388	0.85323066	0.8393533	0.8030764	0.8682342	0.8590945	0.863873	0.8494188	0.87416166	0.86003053	0.8519626	0.86595327	0.72421074	0.8485745	0.8646048	0.8550611	0.8457085	0.8487644	0.85943234	0.8668794	0.86984795	0.8628944	0.8426872	0.8723465	0.8403048	0.860852	0.8520131	0.79995584	0.8288162	0.8527358	0.84379053	0.8240404	0.86591566	0.8923787	0.8574798	0.8375743	0.83771443	0.86539626	0.8304979	0.8362206	0.8326031	0.84057575	0.8294698	0.8344735	0.8430368	0.8457619	0.8179586	0.8515414	0.8410193	0.8489896	0.8661307	0.8383049	0.84282637	0.8423353	0.83724874	0.8706584	0.88906455	0.7539089	0.8443082	0.8351998	0.852868	0.84667027	0.84700024	0.8548216	0.8526677	0.7868486	0.819414	0.8417089	0.8224257	0.827257	0.84682924	0.8285799	0.84194875	0.82097864	0.84337986	0.80758476	0.81031543	0.82503414
MS.1.1.lemma20.024	0.84889936	0.85956	0.83635306	0.8820478	0.860172	0.84942174	0.8396481	0.846483	0.8735892	0.8342018	0.8611735	0.84076726	0.85264677	0.8491988	0.8520936	0.87911254	0.84613216	0.81868726	0.8680108	0.85058814	0.88543606	0.85933805	0.8443342	0.86116606	0.8357942	0.8290869	0.8211827	0.8321768	0.8610189	0.8396226	0.8499541	0.8321255	0.82841945	0.84917694	0.8683071	0.83063495	0.8404355	0.86308783	0.87601876	0.86834574	0.86628747	0.8555231	0.87214667	0.8560211	0.8640255	0.90128374	0.8525201	0.83192444	0.8832544	0.8733668	0.8332437	0.85708624	0.8550777	0.82134926	0.8619972	0.8703437	0.8806416	0.86152166	0.82626706	0.85404384	0.8568806	0.8327769	0.8835199	0.8772576	0.85164976	0.87162524	0.8618146	0.84843004	0.8903216	0.860994	0.8661994	0.8531672	0.8528187	0.8724466	0.86307	0.8827984	0.83020914	0.8623582	0.85722506	0.8516518	0.85548425	0.8728894	0.8681247	0.850396	0.8435904	0.8431457	0.8271301	0.8716471	0.8210532	0.8606773	0.8463472	0.85941684	0.8734465	0.8490219	0.8060483	0.8041297	0.839702	0.86687326	0.8357415	0.8347691	0.83979213	0.83995503	0.86340404	0.72970176	0.8244833	0.8371235	0.83903146	0.82665277	0.84129864	0.85862166	0.8466638	0.8533931	0.86665654	0.81697834	0.8813888	0.85256666	0.854416	0.8492123	0.80311954	0.8327114	0.87329924	0.8509382	0.86411554	0.845423	0.8721628	0.8250483	0.8478466	0.8512642	0.84536344	0.81838536	0.84675086	0.85097575	0.8708885	0.8353145	0.85292876	0.8440475	0.8293093	0.8107635	0.8457173	0.86947143	0.8498907	0.8403859	0.85366446	0.8942028	0.8406477	0.8458805	0.8430589	0.85764074	0.8065705	0.8614834	0.8474697	0.8460093	0.8415663	0.854746	0.8599414	0.83711565	0.81688637	0.8468344	0.8508042	0.8476991	0.86657715	0.8633433	0.84693336	0.85554695	0.86214495	0.8513207	0.76536226	0.7584164	0.8132565
MS.1.1.lemma20.025	0.9647585	0.94005334	0.9649104	0.93856186	0.9475244	0.9448093	0.9424845	0.9503544	0.90790254	0.90531385	0.95578206	0.9347297	0.94777626	0.9394959	0.95823485	0.93632966	0.93139863	0.9542552	0.93456143	0.87438375	0.93827736	0.95179	0.93361455	0.9513608	0.74773365	0.9184914	0.9590159	0.9624348	0.94641995	0.93631554	0.95285726	0.9516807	0.95278144	0.9251242	0.93863094	0.9667981	0.95230484	0.94121635	0.95651484	0.9368397	0.86902076	0.9537562	0.9131416	0.9369258	0.9356176	0.9168581	0.95189315	0.95338523	0.9253863	0.9400954	0.9384016	0.93895894	0.9594253	0.9189767	0.95387316	0.9525411	0.9390709	0.9306251	0.9320213	0.9570819	0.8932989	0.9136253	0.9002444	0.9512409	0.90007627	0.9186137	0.9350111	0.9501444	0.90806997	0.96260464	0.95817065	0.95590615	0.94451374	0.9256097	0.9402211	0.91611207	0.84408504	0.9568695	0.94729066	0.87730825	0.845121	0.90888214	0.92772424	0.9446473	0.9301863	0.9543515	0.925225	0.8988331	0.78193486	0.9031142	0.9567038	0.93450546	0.9429476	0.9460118	0.8543251	0.86898386	0.94566506	0.8818799	0.94070405	0.9266816	0.893955	0.9303756	0.9452164	0.63506186	0.9604692	0.94577664	0.95916015	0.9521367	0.9497417	0.93228525	0.89873904	0.9121611	0.90996957	0.8647843	0.90758586	0.96082264	0.9513316	0.95137846	0.93351364	0.95405895	0.89517725	0.9527946	0.88145924	0.953933	0.9212835	0.9441145	0.9534812	0.9485402	0.9539699	0.9408649	0.96052855	0.9547802	0.8283066	0.95092726	0.9204946	0.9432112	0.9601011	0.9324943	0.9508992	0.9363674	0.95586044	0.9425507	0.94905627	0.8795609	0.9497775	0.9657342	0.8911214	0.91373026	0.68669885	0.95678645	0.9575339	0.9477973	0.96337116	0.9601303	0.9604621	0.94200885	0.85930604	0.9126605	0.93559885	0.92255807	0.87422854	0.96364784	0.94975233	0.9107815	0.8609437	0.95412755	0.79838765	0.79678565	0.9442378
