	MS.1.1.-MS.1.6.	MS.1.6.-MS.1.7.	MS.1.6.-KS.8.	MS.1.7.-KS.9.1.	MS.1.9.-KS.9.11.
MS.1.1.-MS.1.6.		3.248027270061464e-27	1.2022901862258745e-83	1.3932076922078376e-16	5.491866349134188e-20
MS.1.6.-MS.1.7.			0.010248519050651616	0.015949906697546364	0.887154865239008
MS.1.6.-KS.8.				0.04489311552528219	0.015023538627901588
MS.1.7.-KS.9.1.					0.0584714354830148
MS.1.9.-KS.9.11.					
