	MS.1.1.-MS.1.6.	MS.1.6.-MS.1.7.	MS.1.6.-KS.8.	MS.1.7.-KS.9.1.	MS.1.9.-KS.9.11.
MS.1.1.-MS.1.6.		-12.743243658209005	-23.958574756996857	-9.524109554099887	-10.377421995725955
MS.1.6.-MS.1.7.			-2.578576232700843	-2.4564708586210253	0.14216773478235398
MS.1.6.-KS.8.				-2.0123924529053197	2.441786489035859
MS.1.7.-KS.9.1.					1.9203311792450013
MS.1.9.-KS.9.11.					
