	MS.1.1.-MS.1.6.	MS.1.6.-MS.1.7.	MS.1.6.-KS.8.	MS.1.7.-KS.9.1.	MS.1.9.-KS.9.11.
MS.1.1.-MS.1.6.		-4.4419922411144945	-2.079616056079214	-4.909304175222688	-2.4787095415888993
MS.1.6.-MS.1.7.			3.1601753782133546	-3.047269123652699	1.318053277420015
MS.1.6.-KS.8.				-4.077753883578383	-1.2780465201824822
MS.1.7.-KS.9.1.					3.0507851886359654
MS.1.9.-KS.9.11.					
