	MS.1.1.-MS.1.6.	MS.1.6.-MS.1.7.	MS.1.6.-KS.8.	MS.1.7.-KS.9.1.	MS.1.9.-KS.9.11.
MS.1.1.-MS.1.6.		-2.846557660329356	-1.6647350843825408	-5.395243146033743	-2.0048036531238727
MS.1.6.-MS.1.7.			1.3938706804508814	-3.4117090408089257	0.7858889852596855
MS.1.6.-KS.8.				-3.7904015625010796	-0.5536723893784221
MS.1.7.-KS.9.1.					4.067144095322782
MS.1.9.-KS.9.11.					
