c1	MS.1.6.lemma200.000	MS.1.6.lemma200.001	MS.1.6.lemma200.002	MS.1.6.lemma200.003	MS.1.6.lemma200.004	MS.1.6.lemma200.005	MS.1.6.lemma200.006	MS.1.6.lemma200.007	MS.1.6.lemma200.008	MS.1.6.lemma200.009	MS.1.6.lemma200.010	MS.1.6.lemma200.011	MS.1.6.lemma200.012	MS.1.6.lemma200.013	MS.1.6.lemma200.014	MS.1.6.lemma200.015	MS.1.6.lemma200.016	MS.1.6.lemma200.017	MS.1.6.lemma200.018
MS.1.1.lemma200.000	0.9861287	0.97428787	0.98021936	0.9863461	0.9852016	0.97582245	0.9853114	0.9887465	0.9766161	0.97551554	0.9812264	0.9824841	0.9780259	0.98694825	0.98781407	0.9860371	0.98958457	0.97181153	0.95657074
MS.1.1.lemma200.001	0.9846058	0.9745313	0.97814476	0.98523223	0.98468035	0.97773	0.98601234	0.98708797	0.97714245	0.9760097	0.97947234	0.98216397	0.97529024	0.98806244	0.98631406	0.9850968	0.98916435	0.97257113	0.9551307
MS.1.1.lemma200.002	0.98646295	0.9741862	0.97971404	0.98670536	0.9842646	0.9763257	0.9859915	0.9882515	0.97831076	0.97769356	0.98266345	0.9812318	0.97673595	0.9878062	0.9873227	0.9867814	0.98844403	0.9714341	0.9533334
MS.1.1.lemma200.003	0.9793117	0.97300583	0.9739269	0.9793011	0.9797293	0.982535	0.9810302	0.9811791	0.97571707	0.97860247	0.9788316	0.97681326	0.97158337	0.9798473	0.9753856	0.97994137	0.9852879	0.9780915	0.95332026
MS.1.1.lemma200.004	0.9866222	0.9760132	0.9804789	0.98867595	0.98428726	0.9737138	0.9853256	0.98826385	0.9803728	0.9786117	0.9844906	0.98374534	0.9765732	0.9884543	0.9895872	0.9855187	0.98750037	0.96961737	0.95749
MS.1.1.lemma200.005	0.986586	0.9758369	0.9825377	0.98734593	0.9835044	0.9788235	0.9870329	0.9882619	0.9787749	0.9787812	0.9846853	0.9835052	0.9774869	0.9885679	0.98778105	0.9861399	0.9907026	0.97417945	0.9569674
