c1	KS.9.11.lemma20.000	KS.9.11.lemma20.001	KS.9.11.lemma20.002	KS.9.11.lemma20.003	KS.9.11.lemma20.004	KS.9.11.lemma20.005	KS.9.11.lemma20.006	KS.9.11.lemma20.007	KS.9.11.lemma20.008	KS.9.11.lemma20.009	KS.9.11.lemma20.010	KS.9.11.lemma20.011	KS.9.11.lemma20.012	KS.9.11.lemma20.013	KS.9.11.lemma20.014	KS.9.11.lemma20.015	KS.9.11.lemma20.016	KS.9.11.lemma20.017	KS.9.11.lemma20.018	KS.9.11.lemma20.019	KS.9.11.lemma20.020	KS.9.11.lemma20.021	KS.9.11.lemma20.022	KS.9.11.lemma20.023	KS.9.11.lemma20.024	KS.9.11.lemma20.025	KS.9.11.lemma20.026	KS.9.11.lemma20.027	KS.9.11.lemma20.028	KS.9.11.lemma20.029	KS.9.11.lemma20.030	KS.9.11.lemma20.031	KS.9.11.lemma20.032	KS.9.11.lemma20.033	KS.9.11.lemma20.034	KS.9.11.lemma20.035	KS.9.11.lemma20.036	KS.9.11.lemma20.037	KS.9.11.lemma20.038	KS.9.11.lemma20.039	KS.9.11.lemma20.040	KS.9.11.lemma20.041	KS.9.11.lemma20.042	KS.9.11.lemma20.043	KS.9.11.lemma20.044	KS.9.11.lemma20.045	KS.9.11.lemma20.046	KS.9.11.lemma20.047	KS.9.11.lemma20.048	KS.9.11.lemma20.049	KS.9.11.lemma20.050	KS.9.11.lemma20.051	KS.9.11.lemma20.052	KS.9.11.lemma20.053	KS.9.11.lemma20.054	KS.9.11.lemma20.055	KS.9.11.lemma20.056	KS.9.11.lemma20.057	KS.9.11.lemma20.058	KS.9.11.lemma20.059	KS.9.11.lemma20.060	KS.9.11.lemma20.061	KS.9.11.lemma20.062	KS.9.11.lemma20.063	KS.9.11.lemma20.064	KS.9.11.lemma20.065	KS.9.11.lemma20.066	KS.9.11.lemma20.067	KS.9.11.lemma20.068	KS.9.11.lemma20.069	KS.9.11.lemma20.070	KS.9.11.lemma20.071	KS.9.11.lemma20.072	KS.9.11.lemma20.073	KS.9.11.lemma20.074	KS.9.11.lemma20.075	KS.9.11.lemma20.076	KS.9.11.lemma20.077	KS.9.11.lemma20.078	KS.9.11.lemma20.079	KS.9.11.lemma20.080	KS.9.11.lemma20.081	KS.9.11.lemma20.082	KS.9.11.lemma20.083	KS.9.11.lemma20.084	KS.9.11.lemma20.085	KS.9.11.lemma20.086	KS.9.11.lemma20.087	KS.9.11.lemma20.088	KS.9.11.lemma20.089	KS.9.11.lemma20.090
MS.1.9.lemma20.020	0.85201925	0.86551756	0.8254303	0.77250665	0.79842633	0.7831399	0.8689121	0.8451621	0.8285655	0.84691495	0.81910944	0.8675023	0.83150256	0.9171776	0.93644834	0.96297705	0.96325773	0.95948255	0.9602442	0.96178865	0.95992583	0.9533422	0.9463861	0.95270246	0.9498844	0.7829272	0.8105562	0.86048406	0.8818653	0.8729297	0.85504663	0.75596654	0.857402	0.8685237	0.65393174	0.8710153	0.8911726	0.8477313	0.84008855	0.8474077	0.8402213	0.8566175	0.82082736	0.80893975	0.82663524	0.8266172	0.8225723	0.8012035	0.84448904	0.8388755	0.8482837	0.77162063	0.81129646	0.8347762	0.761706	0.82393336	0.82489574	0.8048482	0.8503275	0.8065708	0.84763616	0.8187401	0.82832307	0.84804296	0.7561411	0.8330757	0.831483	0.821058	0.82717824	0.76975775	0.82483596	0.8236141	0.8238963	0.80307853	0.8341935	0.7390134	0.82933104	0.7558637	0.7949658	0.79095256	0.7883786	0.8580238	0.7444019	0.8011336	0.8077506	0.83632886	0.79121447	0.8353527	0.8305936	0.78444266	0.85854685
MS.1.9.lemma20.021	0.8338134	0.8503297	0.8522958	0.85463434	0.83591485	0.7989162	0.85731286	0.83565944	0.8171078	0.8292413	0.81036174	0.85794485	0.8562066	0.9286744	0.9537646	0.9450327	0.9617407	0.9525541	0.9664727	0.9686846	0.97217125	0.95745486	0.9592694	0.9467747	0.9595362	0.761647	0.77800715	0.87297386	0.8785669	0.8792044	0.8469605	0.7593839	0.8488615	0.88244486	0.6556513	0.8603541	0.87272716	0.85597765	0.8284109	0.8412373	0.84486806	0.88410527	0.819268	0.7949558	0.8250804	0.85004044	0.82286155	0.8511289	0.8609064	0.8405666	0.8388316	0.8082041	0.8274835	0.83382	0.8034009	0.83177054	0.82442474	0.82235545	0.8327824	0.8024394	0.8507812	0.8342294	0.8638243	0.83054376	0.76137197	0.8556162	0.8579292	0.8291804	0.8478613	0.7851778	0.8668741	0.8626039	0.79669017	0.80096513	0.85642666	0.74605507	0.8446596	0.7633862	0.7938517	0.8166417	0.78730994	0.88032734	0.8017769	0.8370529	0.77613664	0.81598264	0.78687733	0.8780193	0.8431446	0.80771226	0.8834807
MS.1.9.lemma20.022	0.88927	0.84946984	0.8382005	0.8266973	0.8267009	0.8564259	0.86649996	0.8318109	0.8996136	0.79809004	0.8829385	0.8196661	0.89537436	0.82723075	0.8604045	0.8341364	0.85973316	0.84271365	0.8610936	0.84486324	0.85627496	0.84451634	0.8501351	0.8369202	0.8519828	0.8300016	0.765403	0.88262755	0.8496746	0.93624717	0.87801206	0.7853223	0.8145878	0.8985596	0.68549603	0.8506275	0.85716265	0.8789474	0.85814774	0.87667245	0.8748575	0.89010304	0.8587855	0.80780023	0.811339	0.86702454	0.82430995	0.82786834	0.88596666	0.8804983	0.8738935	0.80704284	0.84717566	0.86832803	0.81865305	0.8483094	0.87943774	0.87257373	0.8137523	0.79326534	0.8454917	0.8317299	0.86977106	0.8620397	0.814114	0.8636508	0.8865887	0.8478018	0.8500915	0.7511839	0.8973224	0.86869687	0.8727054	0.83572656	0.84999216	0.771218	0.81105554	0.78322506	0.79380053	0.754137	0.8098786	0.848588	0.8010242	0.8409509	0.8423481	0.8717154	0.7865639	0.8874067	0.8343903	0.8454443	0.8942658
MS.1.9.lemma20.023	0.8293271	0.8606532	0.8091497	0.7666558	0.79221576	0.77632165	0.85327023	0.8233814	0.8036453	0.8302467	0.79383826	0.84858257	0.81262124	0.90163577	0.9224555	0.93449557	0.94175696	0.9367612	0.94031495	0.9683674	0.96684694	0.93934506	0.9347723	0.94421995	0.94357663	0.77746665	0.8010923	0.84826255	0.86624104	0.8555907	0.84388274	0.7523267	0.84281296	0.86186963	0.6423428	0.8679168	0.8893	0.8606936	0.8334546	0.83081716	0.8292865	0.8376863	0.8088264	0.79215455	0.81737214	0.8164284	0.8057009	0.79190457	0.8345265	0.82151026	0.8219427	0.7491572	0.79614675	0.80722964	0.73868847	0.8057437	0.8029326	0.78536636	0.8379131	0.771665	0.8267345	0.8129413	0.81401324	0.83752155	0.7367946	0.7997403	0.8145234	0.8101407	0.80363494	0.75908744	0.81070095	0.8098704	0.81591284	0.77944964	0.8072507	0.72018737	0.80550086	0.7346923	0.774039	0.7649783	0.7626008	0.8460381	0.7494636	0.7858158	0.7863464	0.81803703	0.7751599	0.8231875	0.8164525	0.754281	0.8502131
MS.1.9.lemma20.024	0.85067743	0.869368	0.86452216	0.87216353	0.8358191	0.79286	0.85827744	0.83792484	0.81433415	0.8375539	0.80895615	0.87111634	0.85931456	0.9108425	0.95047563	0.9310012	0.9584442	0.9343663	0.96039236	0.94343996	0.9645315	0.97165555	0.9742543	0.9425362	0.9633977	0.78450567	0.77130747	0.8729797	0.8711277	0.8853752	0.8593648	0.76474357	0.8596639	0.891979	0.6790844	0.87441117	0.8797927	0.85951966	0.829096	0.839502	0.8335826	0.9000782	0.84182847	0.7918226	0.8079007	0.8455669	0.8211819	0.8695176	0.8640131	0.8520361	0.83661765	0.8270976	0.83241785	0.84346175	0.82662773	0.843036	0.84352773	0.8381296	0.84576064	0.81045586	0.861638	0.85278094	0.8928738	0.8529223	0.7901594	0.8668509	0.85433954	0.83716244	0.85384315	0.7955794	0.87573105	0.8784033	0.81002873	0.8136101	0.8708552	0.76192683	0.86197156	0.78666687	0.8109382	0.8264017	0.80377716	0.890702	0.8323916	0.841646	0.78033274	0.8139588	0.80073225	0.8865263	0.845503	0.81636655	0.8840688
MS.1.9.lemma20.025	0.86392355	0.84803516	0.8103418	0.79995584	0.8253441	0.86117125	0.8787662	0.80457264	0.8755713	0.82001454	0.86541075	0.8344799	0.89574766	0.8047523	0.840171	0.8158754	0.84094954	0.8232774	0.8412821	0.81571525	0.8342889	0.82935417	0.8299951	0.8181156	0.83337176	0.8570134	0.77532965	0.8905511	0.8612294	0.9109957	0.8676996	0.7786631	0.82368803	0.8925756	0.6872562	0.8537827	0.85865235	0.8697418	0.87104255	0.8774399	0.85293454	0.882229	0.83698225	0.8120248	0.82045346	0.8630697	0.8374988	0.808381	0.8512177	0.8557498	0.8425952	0.7826126	0.7898595	0.8424295	0.7969134	0.8015628	0.8539922	0.85568285	0.83515984	0.7958903	0.86406374	0.8433292	0.8600628	0.8462047	0.79837215	0.85794586	0.8667211	0.82468694	0.8334865	0.7641409	0.8720071	0.84607536	0.8735217	0.824168	0.8318807	0.75530887	0.8176582	0.7723822	0.8001091	0.7588718	0.79641104	0.8470166	0.79043156	0.84491986	0.8396661	0.86689615	0.79823947	0.86470914	0.83877623	0.8301595	0.89438957
MS.1.9.lemma20.026	0.85336804	0.8807044	0.8426351	0.8187701	0.81152415	0.7833975	0.8805548	0.85169786	0.8228186	0.8563399	0.811439	0.87915784	0.8369211	0.92625844	0.9624804	0.9518664	0.97553533	0.9561741	0.9767697	0.9616658	0.9800675	0.98292476	0.990897	0.966677	0.98148924	0.80331415	0.8202262	0.87771916	0.8974826	0.8891461	0.86791587	0.76054513	0.87293357	0.8913196	0.67102575	0.8843169	0.905032	0.8716227	0.84536177	0.8464646	0.83929044	0.87832755	0.8356328	0.8099258	0.82585657	0.8481858	0.8142157	0.8434026	0.85960674	0.8468083	0.8469246	0.7938748	0.8195879	0.8450938	0.789846	0.8334755	0.83657897	0.8191981	0.86564445	0.8109176	0.86774325	0.8404387	0.8749637	0.86543655	0.77264535	0.8549088	0.8433457	0.8266484	0.84179413	0.7932145	0.8456495	0.8536138	0.8104992	0.81743723	0.85780394	0.76125836	0.8561808	0.78277034	0.81629205	0.81506145	0.8051038	0.8747454	0.7979782	0.81870186	0.7941632	0.8296966	0.81150866	0.8617684	0.84560853	0.7882054	0.87138677
MS.1.9.lemma20.027	0.76394194	0.8044794	0.7304753	0.7136943	0.791996	0.7984685	0.8414755	0.7475747	0.76095915	0.7982834	0.7598065	0.80936366	0.8275259	0.7984591	0.8177777	0.78950363	0.81130415	0.7971456	0.8091759	0.7907229	0.81074417	0.8094931	0.81242317	0.81325763	0.8172599	0.95242953	0.9215145	0.88002706	0.8632741	0.82446027	0.8041334	0.6950757	0.79940134	0.83123106	0.67259294	0.80937	0.80906826	0.8382072	0.8224525	0.8167169	0.81449044	0.7953236	0.75754017	0.82712156	0.8170573	0.8376597	0.8438482	0.7585821	0.79662377	0.7781456	0.7658903	0.71925116	0.71118283	0.77225924	0.73266953	0.73549026	0.7734419	0.80163884	0.8041832	0.7546469	0.8212928	0.7800734	0.7942275	0.8022181	0.6808017	0.780983	0.80077887	0.73960394	0.79076904	0.7644605	0.79320115	0.75960964	0.7927413	0.8025403	0.8002444	0.75853676	0.80439043	0.73993164	0.78932625	0.7551979	0.76607454	0.79796505	0.7350989	0.78853005	0.7725855	0.807393	0.81236154	0.78688157	0.7962941	0.7459987	0.8471018
MS.1.9.lemma20.028	0.8043848	0.84142774	0.80988914	0.8099242	0.8378351	0.82125723	0.86644304	0.753427	0.81374353	0.8393531	0.81088144	0.85726076	0.89328885	0.82330525	0.85309494	0.8032822	0.8387488	0.82219166	0.8459908	0.8219411	0.84506667	0.83435416	0.8427424	0.83955884	0.85164106	0.7980394	0.76284575	0.963005	0.88881266	0.8527227	0.8554593	0.77890885	0.86035717	0.91604203	0.7407915	0.8531296	0.8285559	0.8551919	0.8686608	0.86100405	0.8613967	0.85583526	0.80503297	0.8281531	0.8321465	0.877972	0.87586665	0.87823844	0.8862596	0.85622555	0.8267513	0.80759	0.81463754	0.84988576	0.80935967	0.8356418	0.8327788	0.8513494	0.86694723	0.8444604	0.86218613	0.8514808	0.86149925	0.84110624	0.7707617	0.8555986	0.88232195	0.79467285	0.86371607	0.8368619	0.85700715	0.8308208	0.83581764	0.849141	0.8746962	0.8046061	0.8627243	0.7984233	0.84123135	0.80741173	0.8153663	0.8665238	0.7998767	0.8444957	0.78507304	0.8587776	0.84388006	0.8546603	0.87896353	0.8078566	0.8939397
MS.1.9.lemma20.029	0.91722804	0.898298	0.87738967	0.85489905	0.84729743	0.8379332	0.91312546	0.8375441	0.9323661	0.8747449	0.935281	0.8960704	0.8821063	0.867157	0.89362943	0.87129474	0.8896239	0.8751502	0.88823086	0.8723841	0.8840814	0.89325345	0.88941693	0.88453466	0.8880805	0.81005335	0.7897343	0.9003854	0.88272315	0.9584156	0.9585434	0.8745799	0.88866735	0.9322891	0.74369943	0.8844562	0.87515277	0.89682597	0.88245803	0.9073874	0.8873697	0.916517	0.8959403	0.8440766	0.8256348	0.88798475	0.8369413	0.89017814	0.9185039	0.9155877	0.9132604	0.85863924	0.88956976	0.9231416	0.85305756	0.88735527	0.9145299	0.9064866	0.8948811	0.87429416	0.8816794	0.8719325	0.91770047	0.92040366	0.8769718	0.9168097	0.90179145	0.8442713	0.8677193	0.816973	0.9212729	0.8892956	0.8787398	0.86305374	0.8927832	0.78617054	0.86429334	0.8050815	0.8448127	0.8149655	0.8443259	0.8986135	0.8533066	0.8895692	0.8943307	0.8916171	0.8314617	0.9062015	0.9002101	0.86254746	0.9164867
MS.1.9.lemma20.030	0.87863696	0.7555248	0.7603731	0.7619308	0.7396461	0.65595824	0.7267233	0.6865257	0.87079006	0.709248	0.8919316	0.75720835	0.77713317	0.7243502	0.7331368	0.7274097	0.7296236	0.7204988	0.72209805	0.7417762	0.7327939	0.75424474	0.7271339	0.7292053	0.71517426	0.6261257	0.5946395	0.7587938	0.684151	0.7807995	0.8404706	0.9904855	0.73418295	0.81801146	0.8015454	0.82411116	0.77504665	0.79535097	0.7469759	0.8041077	0.76291764	0.7791615	0.7972089	0.6982425	0.6870594	0.7400977	0.7586037	0.7873458	0.8092919	0.85096484	0.7828313	0.8112536	0.8244562	0.828611	0.7940137	0.82065666	0.8457831	0.81843626	0.7808939	0.80547714	0.730777	0.81307846	0.8284946	0.82602566	0.8628589	0.80723304	0.76843184	0.74629	0.78335184	0.6878177	0.8202343	0.7888329	0.77867293	0.74663866	0.8086038	0.7236405	0.7817501	0.7901035	0.7819878	0.70369005	0.795755	0.82516384	0.7809494	0.7740227	0.7746987	0.7213507	0.68980336	0.8132233	0.77577496	0.79651076	0.781997
MS.1.9.lemma20.031	0.87043643	0.8828935	0.84634864	0.8183514	0.85148335	0.8278963	0.9177724	0.8407631	0.8878745	0.9234594	0.8729915	0.9263019	0.8546901	0.87774867	0.8969393	0.8779959	0.8905789	0.8922937	0.8919821	0.8795437	0.8847437	0.89278406	0.88628554	0.9074191	0.8971016	0.7889858	0.8304742	0.8850237	0.9005418	0.90810865	0.9204034	0.7965239	0.9403227	0.9163971	0.72544765	0.8624561	0.87649083	0.87532806	0.87800837	0.89934176	0.8427876	0.86598295	0.8401991	0.8485273	0.8162861	0.87182915	0.82438123	0.8451992	0.8808984	0.8715963	0.902395	0.8088897	0.84254766	0.8940662	0.80146676	0.8531068	0.8679656	0.8561731	0.8786408	0.87649876	0.8747972	0.8082162	0.86207753	0.894468	0.79769456	0.8839884	0.88620096	0.8408965	0.847376	0.80602103	0.8816188	0.8294764	0.8432008	0.8554307	0.8811319	0.7862033	0.88353384	0.7744032	0.8446263	0.8531848	0.809579	0.8722001	0.8079172	0.8521456	0.86664414	0.8853194	0.817115	0.85278976	0.89662266	0.806783	0.8713992
MS.1.9.lemma20.032	0.9010128	0.89350814	0.9241325	0.8869266	0.8533121	0.8329249	0.8965203	0.8317841	0.9010634	0.84674734	0.9074386	0.8736097	0.874916	0.8505824	0.8811738	0.85468435	0.8774146	0.86617786	0.88037586	0.8634132	0.87695783	0.88028663	0.87806743	0.8796243	0.88353956	0.76736486	0.7253355	0.88046306	0.84084725	0.9272482	0.9150259	0.8783841	0.8758458	0.954408	0.7553044	0.8704215	0.8587499	0.8841168	0.8607078	0.89795977	0.88678867	0.90808624	0.90223736	0.8313776	0.83094233	0.8747301	0.8558055	0.9045626	0.93384355	0.918611	0.9066941	0.8829624	0.91701	0.92359793	0.8836654	0.92807436	0.9187984	0.90388954	0.8602884	0.8850769	0.87433666	0.86887145	0.9287979	0.9010071	0.87868744	0.9072222	0.92805326	0.8812316	0.8836051	0.80849457	0.93394345	0.9013622	0.8748723	0.86747974	0.89248514	0.80331564	0.85842633	0.8195219	0.85436314	0.80460715	0.8575864	0.89575374	0.8371726	0.8707314	0.8323526	0.8915553	0.8226014	0.8850825	0.8849584	0.84740514	0.90721285
MS.1.9.lemma20.033	0.88225687	0.85355026	0.80682516	0.77509224	0.78719825	0.74719834	0.816139	0.7530378	0.8245323	0.8249034	0.85995543	0.8552503	0.8356112	0.77149683	0.79211384	0.77410024	0.78181505	0.7796242	0.78443766	0.78198236	0.78789634	0.8173642	0.79771954	0.8073316	0.7870894	0.71733445	0.706312	0.81786466	0.76242673	0.79833215	0.8664872	0.867014	0.8493103	0.85184836	0.9299645	0.9402873	0.84801626	0.86487	0.8068899	0.8779706	0.8291395	0.8246658	0.8447757	0.790465	0.7153951	0.8108602	0.8492921	0.83969253	0.8555034	0.8942115	0.8278461	0.86203134	0.84270614	0.8756093	0.8451828	0.8619776	0.8693407	0.8734549	0.8653163	0.8692723	0.8701906	0.8523457	0.8367197	0.8836081	0.8131166	0.87366945	0.8168505	0.76957345	0.84625286	0.8388314	0.8226698	0.8052421	0.8364988	0.85090774	0.8849191	0.8594908	0.89678746	0.88201785	0.905946	0.81201905	0.88044894	0.88811314	0.8500989	0.8388615	0.81214637	0.7745359	0.840272	0.81742287	0.87243444	0.80769444	0.784886
MS.1.9.lemma20.034	0.8874449	0.87597024	0.84842014	0.8235589	0.8346047	0.8127003	0.901783	0.84961456	0.8605531	0.85295206	0.8676141	0.8863472	0.8638703	0.8567434	0.9100137	0.86840755	0.90996796	0.87785476	0.9129415	0.87850416	0.91296244	0.8911607	0.9134218	0.881077	0.9072618	0.81015384	0.7853911	0.90663946	0.8820835	0.8979776	0.8986563	0.8236584	0.8724331	0.92236525	0.7807143	0.96583	0.9786668	0.9179466	0.89253145	0.90694934	0.9156944	0.88609606	0.8586772	0.8329197	0.824799	0.8662084	0.8475093	0.86814916	0.9001905	0.90019274	0.85710824	0.82862747	0.8423366	0.87594855	0.8298879	0.8637775	0.87237763	0.87307674	0.904636	0.85333496	0.91591656	0.8554942	0.8818024	0.8894331	0.81310165	0.8974681	0.86727804	0.83091813	0.8922495	0.81702554	0.8632145	0.8666872	0.8712505	0.8604483	0.8920825	0.8152733	0.8900289	0.8421761	0.87093693	0.8271987	0.8573161	0.9051769	0.8067078	0.86181515	0.83263004	0.8696843	0.8493805	0.87948793	0.8952689	0.815181	0.87554836
MS.1.9.lemma20.035	0.879036	0.8830275	0.81116563	0.7885656	0.83037555	0.8441055	0.90991694	0.8187075	0.8525575	0.85977066	0.8326299	0.87072027	0.85721207	0.8456578	0.8806571	0.83008176	0.8643248	0.8481639	0.87166125	0.8586092	0.88108474	0.86254054	0.8743965	0.8629634	0.8745067	0.81806564	0.8009911	0.88770825	0.8763127	0.8808073	0.87309444	0.8334035	0.87129736	0.8996515	0.74996674	0.91139114	0.91837007	1.0000001	0.87085545	0.88648355	0.8742584	0.83856314	0.83221173	0.83278483	0.8659422	0.87359625	0.8226198	0.83992714	0.8752187	0.8541778	0.8453419	0.78472984	0.79660344	0.841058	0.78463125	0.804067	0.8380618	0.8383413	0.87843484	0.8306664	0.8853392	0.8214229	0.8645178	0.8833857	0.7920975	0.8598501	0.85353833	0.79064953	0.83804923	0.79640126	0.84730846	0.83145684	0.8519413	0.8563754	0.85533196	0.80732864	0.86477065	0.78696114	0.84639144	0.8098601	0.8045289	0.8510548	0.8611929	0.83736116	0.8154918	0.8571112	0.8060121	0.85255456	0.89274335	0.76115835	0.8733531
MS.1.9.lemma20.036	0.8145982	0.86271775	0.82045054	0.7905957	0.8393288	0.8544428	0.9099169	0.7848002	0.8217015	0.87735814	0.8096109	0.88850874	0.8415767	0.81928915	0.86636114	0.82028526	0.85187876	0.8330966	0.860303	0.8243597	0.85579664	0.8325935	0.8522464	0.83687425	0.8523122	0.8009001	0.77098423	0.88310343	0.89795506	0.8450892	0.85328174	0.7769222	0.8811057	0.89289564	0.73197055	0.86470044	0.8489357	0.8552479	0.9818728	0.9026661	0.8389422	0.8560684	0.7985035	0.8119985	0.83228046	0.8744637	0.85097086	0.8730487	0.87074745	0.84080416	0.84186405	0.7837475	0.78401494	0.8525938	0.7750498	0.8027045	0.82276183	0.83646125	0.9315184	0.8981566	0.92264235	0.8441072	0.8474471	0.845603	0.76096976	0.8852449	0.8631536	0.78764373	0.8737263	0.84988415	0.83545834	0.82359254	0.8345525	0.85142803	0.84077626	0.8057447	0.8588921	0.7804974	0.8513878	0.79795766	0.8022143	0.8662832	0.77968305	0.84412247	0.8166101	0.8759582	0.857572	0.8501125	0.8971861	0.80492646	0.86951745
MS.1.9.lemma20.037	0.8658564	0.8527248	0.83148676	0.790283	0.78569	0.8104398	0.84816045	0.8015732	0.8474208	0.8406796	0.8736571	0.86388296	0.8598643	0.79771626	0.81575507	0.7966352	0.8008659	0.81078076	0.80879027	0.7985288	0.8007098	0.8067251	0.7995897	0.81932884	0.80646205	0.7496383	0.7349914	0.8262388	0.79024106	0.8410256	0.86251426	0.8162294	0.8600182	0.8602221	0.81801003	0.8670424	0.81077874	0.83065337	0.8362491	0.9743135	0.84096587	0.837665	0.8226098	0.7911659	0.739151	0.8330722	0.8368974	0.83568984	0.8636185	0.8874373	0.86397123	0.850351	0.84661806	0.87652344	0.83055496	0.855481	0.8594355	0.88171405	0.8537482	0.8713363	0.8866764	0.84084886	0.8313537	0.88385427	0.8037239	0.8980612	0.8605983	0.8258873	0.8587202	0.8371178	0.85753524	0.8367188	0.8277049	0.842266	0.8545792	0.80087405	0.8495461	0.81019205	0.8646631	0.7775935	0.8389384	0.87828934	0.81728137	0.8624238	0.9166069	0.83512664	0.8402979	0.84483546	0.90132475	0.82336944	0.8129254
MS.1.9.lemma20.038	0.88510233	0.8831794	0.8974733	0.87495136	0.84365314	0.8300157	0.89669424	0.8851637	0.86834776	0.8230973	0.8731457	0.8631441	0.8722138	0.8679248	0.9143095	0.87375593	0.90810376	0.8795779	0.9089658	0.87744886	0.9069272	0.88918644	0.90811044	0.8868626	0.9063052	0.82888794	0.77422136	0.89854556	0.8621423	0.93780583	0.89069474	0.79498804	0.8469687	0.9283152	0.7502606	0.90405554	0.88484067	0.8871485	0.8833044	0.91072077	0.94590336	0.93291396	0.90677005	0.8274115	0.82899827	0.88492864	0.8676597	0.90641016	0.94217753	0.92551756	0.8917592	0.8791459	0.90588987	0.90952694	0.8872582	0.91699183	0.91814065	0.9219539	0.8760512	0.8419094	0.9121007	0.86786073	0.90601516	0.8815214	0.84297395	0.92065984	0.90461916	0.88356215	0.89430124	0.80671686	0.9169185	0.9271464	0.8975638	0.8682415	0.90140325	0.8208389	0.8616502	0.8498321	0.8553292	0.80814093	0.88681924	0.9044808	0.8089253	0.8681288	0.8245499	0.8755647	0.8600326	0.915105	0.87828976	0.8700707	0.8980264
MS.1.9.lemma20.039	0.78346235	0.80320287	0.80403066	0.7895441	0.767786	0.8052193	0.82030094	0.76413363	0.78198946	0.7658205	0.79890287	0.8113204	0.8035115	0.757928	0.7905502	0.75350195	0.78419876	0.7571594	0.7787174	0.7550033	0.7808252	0.7605845	0.7744838	0.7696881	0.7845597	0.778867	0.7166052	0.85696054	0.7812943	0.8640188	0.82328653	0.7509378	0.7944937	0.8560174	0.7598935	0.8409558	0.7882094	0.84540415	0.8009603	0.83807206	0.95003253	0.80595803	0.78809184	0.7868243	0.7559535	0.85440576	0.7986206	0.8341925	0.87958544	0.83876926	0.8296478	0.8293967	0.8435717	0.81116545	0.81362355	0.8357778	0.81858695	0.91842484	0.81012577	0.7899924	0.83521706	0.7941558	0.8160054	0.8326256	0.7154699	0.85282445	0.8598536	0.7589216	0.81177515	0.7552179	0.8507773	0.84445965	0.80862284	0.8054205	0.81277543	0.79220283	0.7921448	0.78116715	0.79428405	0.7332961	0.8002029	0.79625756	0.74288595	0.9106525	0.80037385	0.8397586	0.8831782	0.8071107	0.847776	0.75563353	0.82710916
MS.1.9.lemma20.040	0.9016677	0.86140865	0.88953716	0.88947225	0.82410276	0.80048174	0.83892316	0.8148401	0.886505	0.7979539	0.9028117	0.8335581	0.89307815	0.8041202	0.8344124	0.81124747	0.8306423	0.81405944	0.830809	0.8092357	0.8227263	0.8504947	0.84167033	0.8329079	0.82963425	0.77816933	0.7129913	0.87258214	0.79645646	0.9069024	0.87425196	0.8543204	0.8177431	0.9113459	0.8417307	0.88203895	0.8293745	0.8454111	0.8256554	0.8747304	0.88187885	0.9210539	0.9221234	0.8188775	0.7601697	0.8602097	0.8670524	0.9034617	0.92754316	0.9565114	0.90099347	0.9284092	0.9238441	0.946894	0.93224686	0.93308157	0.9566309	0.9254606	0.8361398	0.8497019	0.8772712	0.8890558	0.91626924	0.88672596	0.90833676	0.9272444	0.8958531	0.8542362	0.89110494	0.8119822	0.9261798	0.9081436	0.8993093	0.9019205	0.9401393	0.88294625	0.89841926	0.9138077	0.90832263	0.8247296	0.93455195	0.9088488	0.85026664	0.8726085	0.8150835	0.8281868	0.8430553	0.90796316	0.878459	0.90543294	0.8737774
MS.1.9.lemma20.041	0.89085644	0.86406964	0.9041587	0.9013433	0.83066046	0.81033164	0.83832276	0.82006365	0.8848102	0.7957153	0.8891066	0.8272155	0.8723442	0.7973995	0.83327484	0.80731755	0.8322644	0.8119112	0.8301755	0.81022197	0.82386583	0.8470329	0.8409453	0.8347974	0.8329295	0.7575053	0.6920188	0.85400593	0.78332907	0.8941229	0.86245185	0.8515804	0.81217146	0.913106	0.8077204	0.85793626	0.8210288	0.8366309	0.82170594	0.8702374	0.8693981	0.91059595	0.9284659	0.8323541	0.768632	0.86906016	0.8640104	0.90504277	0.9273972	0.95617735	0.9161023	0.9434954	0.9325778	0.95481986	0.94134766	0.93460476	0.96567535	0.91719365	0.83459127	0.8422545	0.86391425	0.8827493	0.9185492	0.89864445	0.9121504	0.9211844	0.90217537	0.86669964	0.87467486	0.7881113	0.93317485	0.9193746	0.88913155	0.89232045	0.9201346	0.8656101	0.87409145	0.89371705	0.89246434	0.8024091	0.92247707	0.8878355	0.84941775	0.8519757	0.80578524	0.8316636	0.8189134	0.88843167	0.8785753	0.88573366	0.8718363
