	MS.1.1-MS.1.6	MS.1.6-MS.1.7	MS.1.6-KS.8	MS.1.7-KS.9.1	MS.1.9-KS.9.11
MS.1.1-MS.1.6		8.19692791574486e-82	2.106345244449229e-288	7.984603861067604e-46	8.188389371156168e-76
MS.1.6-MS.1.7			1.8515342718934102e-10	0.0374134323630425	0.846464950830689
MS.1.6-KS.8				1.1553540682239175e-15	7.227539628689476e-11
MS.1.7-KS.9.1					0.08005932018126727
MS.1.9-KS.9.11					
