	MS.1.1.-MS.1.6.	MS.1.6.-MS.1.7.	MS.1.6.-KS.8.	MS.1.7.-KS.9.1.	MS.1.9.-KS.9.11.
MS.1.1.-MS.1.6.		-21.092096436358894	-42.114207214942496	-12.042186275570236	-20.106291463990093
MS.1.6.-MS.1.7.			-6.4061636017460195	-2.166523358648587	0.19370239381925444
MS.1.6.-KS.8.				0.34813526075263285	6.550803001865699
MS.1.7.-KS.9.1.					1.9956411079424903
MS.1.9.-KS.9.11.					
