	MS.1.1-MS.1.6	MS.1.6-MS.1.7	MS.1.6-KS.8	MS.1.7-KS.9.1	MS.1.9-KS.9.11
MS.1.1-MS.1.6		-12.743243658209005	-23.958574756996857	-8.687689203333338	-10.377421995725955
MS.1.6-MS.1.7			-2.578576232700843	0.8586853604529724	0.14216773478235398
MS.1.6-KS.8				3.3639219655976946	2.441786489035859
MS.1.7-KS.9.1					-0.5936443633283458
MS.1.9-KS.9.11					
