	MS.1.1-MS.1.6	MS.1.6-MS.1.7	MS.1.6-KS.8	MS.1.7-KS.9.1	MS.1.9-KS.9.11
MS.1.1-MS.1.6		3.248027270061464e-27	1.2022901862258745e-83	4.1175131060801616e-15	5.491866349134188e-20
MS.1.6-MS.1.7			0.010248519050651616	0.3921980901517331	0.887154865239008
MS.1.6-KS.8				0.0008412938725052667	0.015023538627901588
MS.1.7-KS.9.1					0.553968778619091
MS.1.9-KS.9.11					
