c1	KS.8.lemma20.000	KS.8.lemma20.001	KS.8.lemma20.002	KS.8.lemma20.003	KS.8.lemma20.004	KS.8.lemma20.005	KS.8.lemma20.006	KS.8.lemma20.007	KS.8.lemma20.008	KS.8.lemma20.009	KS.8.lemma20.010	KS.8.lemma20.011	KS.8.lemma20.012	KS.8.lemma20.013	KS.8.lemma20.014	KS.8.lemma20.015	KS.8.lemma20.016	KS.8.lemma20.017	KS.8.lemma20.018	KS.8.lemma20.019	KS.8.lemma20.020	KS.8.lemma20.021	KS.8.lemma20.022	KS.8.lemma20.023	KS.8.lemma20.024	KS.8.lemma20.025	KS.8.lemma20.026	KS.8.lemma20.027	KS.8.lemma20.028	KS.8.lemma20.029	KS.8.lemma20.030	KS.8.lemma20.031	KS.8.lemma20.032	KS.8.lemma20.033	KS.8.lemma20.034	KS.8.lemma20.035	KS.8.lemma20.036	KS.8.lemma20.037	KS.8.lemma20.038	KS.8.lemma20.039	KS.8.lemma20.040	KS.8.lemma20.041	KS.8.lemma20.042	KS.8.lemma20.043	KS.8.lemma20.044	KS.8.lemma20.045	KS.8.lemma20.046	KS.8.lemma20.047	KS.8.lemma20.048	KS.8.lemma20.049	KS.8.lemma20.050	KS.8.lemma20.051	KS.8.lemma20.052	KS.8.lemma20.053	KS.8.lemma20.054	KS.8.lemma20.055	KS.8.lemma20.056	KS.8.lemma20.057	KS.8.lemma20.058	KS.8.lemma20.059	KS.8.lemma20.060	KS.8.lemma20.061	KS.8.lemma20.062	KS.8.lemma20.063	KS.8.lemma20.064	KS.8.lemma20.065	KS.8.lemma20.066	KS.8.lemma20.067	KS.8.lemma20.068	KS.8.lemma20.069	KS.8.lemma20.070	KS.8.lemma20.071	KS.8.lemma20.072	KS.8.lemma20.073	KS.8.lemma20.074	KS.8.lemma20.075	KS.8.lemma20.076	KS.8.lemma20.077	KS.8.lemma20.078	KS.8.lemma20.079	KS.8.lemma20.080	KS.8.lemma20.081	KS.8.lemma20.082	KS.8.lemma20.083	KS.8.lemma20.084	KS.8.lemma20.085	KS.8.lemma20.086	KS.8.lemma20.087	KS.8.lemma20.088	KS.8.lemma20.089	KS.8.lemma20.090	KS.8.lemma20.091	KS.8.lemma20.092	KS.8.lemma20.093	KS.8.lemma20.094	KS.8.lemma20.095	KS.8.lemma20.096	KS.8.lemma20.097	KS.8.lemma20.098	KS.8.lemma20.099	KS.8.lemma20.100	KS.8.lemma20.101	KS.8.lemma20.102	KS.8.lemma20.103	KS.8.lemma20.104	KS.8.lemma20.105	KS.8.lemma20.106	KS.8.lemma20.107	KS.8.lemma20.108	KS.8.lemma20.109	KS.8.lemma20.110	KS.8.lemma20.111	KS.8.lemma20.112	KS.8.lemma20.113	KS.8.lemma20.114	KS.8.lemma20.115	KS.8.lemma20.116	KS.8.lemma20.117	KS.8.lemma20.118	KS.8.lemma20.119	KS.8.lemma20.120	KS.8.lemma20.121	KS.8.lemma20.122	KS.8.lemma20.123	KS.8.lemma20.124	KS.8.lemma20.125	KS.8.lemma20.126	KS.8.lemma20.127	KS.8.lemma20.128	KS.8.lemma20.129	KS.8.lemma20.130	KS.8.lemma20.131	KS.8.lemma20.132	KS.8.lemma20.133	KS.8.lemma20.134	KS.8.lemma20.135	KS.8.lemma20.136	KS.8.lemma20.137	KS.8.lemma20.138	KS.8.lemma20.139	KS.8.lemma20.140	KS.8.lemma20.141	KS.8.lemma20.142	KS.8.lemma20.143	KS.8.lemma20.144	KS.8.lemma20.145	KS.8.lemma20.146	KS.8.lemma20.147	KS.8.lemma20.148	KS.8.lemma20.149	KS.8.lemma20.150
MS.1.6.lemma20.043	0.8813625	0.9308949	0.9154828	0.88878155	0.9107279	0.90621966	0.9260063	0.92014164	0.9059479	0.8881566	0.8767368	0.826671	0.84162015	0.8514355	0.91936594	0.9067341	0.9335086	0.8964315	0.8822897	0.81689054	0.8201165	0.91813177	0.8934785	0.8447249	0.8273381	0.9305858	0.8674901	0.9188719	0.91460305	0.90299237	0.8447612	0.8939034	0.80275255	0.8405617	0.8257764	0.89615047	0.9129171	0.91617054	0.75295246	0.88165903	0.8561243	0.86907524	0.9108808	0.9081468	0.8926552	0.8815436	0.8892855	0.8433148	0.93712926	0.94388515	0.9204685	0.92379755	0.9515975	0.9410582	0.93439054	0.9329764	0.94299567	0.93917656	0.8118205	0.8926033	0.9296672	0.881907	0.942965	0.92388767	0.8527218	0.8829367	0.87360996	0.867113	0.903809	0.878987	0.86708146	0.86535525	0.8782085	0.8896506	0.86676085	0.9146492	0.8364603	0.8686551	0.8932891	0.92371553	0.8902552	0.87367266	0.9393538	0.91704386	0.91791505	0.8813048	0.9045386	0.8094141	0.8971845	0.8852413	0.9247608	0.940913	0.8862278	0.8887725	0.87977445	0.8983845	0.9280555	0.86351585	0.8848497	0.88988453	0.76787055	0.8299641	0.8772791	0.883331	0.92912066	0.907925	0.9442994	0.92213655	0.8621837	0.9014493	0.8650037	0.8911219	0.9201376	0.9090616	0.8986478	0.90784824	0.8176918	0.9254985	0.8469257	0.8929642	0.9022927	0.90893906	0.91960245	0.92495316	0.8923058	0.8159283	0.9058201	0.91352236	0.9445723	0.88452846	0.9296116	0.91181606	0.88094777	0.9234612	0.84902	0.88617015	0.85958326	0.91612864	0.82901573	0.920799	0.9073316	0.92496926	0.90385324	0.89074177	0.88659537	0.8889173	0.8815099	0.8553937	0.8516505	0.8932392	0.9247987
MS.1.6.lemma20.044	0.85588545	0.9057509	0.9105555	0.8681881	0.9036806	0.90680104	0.9138774	0.90394986	0.9019455	0.8788372	0.86909723	0.8205692	0.85080063	0.83881205	0.914297	0.9158802	0.92802495	0.88450176	0.8842952	0.83166397	0.8296772	0.9163139	0.879431	0.8451971	0.8201652	0.9176102	0.85483694	0.8981355	0.9050761	0.8907349	0.83329296	0.8837036	0.7889637	0.82206655	0.81935143	0.87904334	0.89649576	0.89712304	0.74253404	0.88303024	0.87423426	0.87520385	0.9084117	0.9108591	0.90018934	0.8892666	0.8882113	0.8394931	0.9219483	0.9325664	0.9323199	0.92800695	0.9457673	0.9280296	0.9342726	0.9288279	0.9338971	0.92502457	0.7980671	0.877545	0.922039	0.8518273	0.9405042	0.9084832	0.8399037	0.8771812	0.8690691	0.8513748	0.89205515	0.8827122	0.86282945	0.86002666	0.87990993	0.8898941	0.8739904	0.89610624	0.8267346	0.8466199	0.8802192	0.9151387	0.8695842	0.85171723	0.9253336	0.914777	0.9039038	0.87200916	0.88816196	0.7990729	0.9044854	0.8862167	0.9183945	0.94220793	0.8625114	0.86942506	0.8630078	0.8890591	0.9033265	0.8441219	0.87644	0.886216	0.75514257	0.8241046	0.86966985	0.85773957	0.9198229	0.88466924	0.937356	0.91229004	0.84125394	0.8839717	0.85414845	0.8685997	0.9010043	0.89652437	0.8797172	0.8933332	0.80398756	0.91000235	0.8270365	0.87018526	0.8748667	0.89592856	0.9116233	0.90683836	0.8878661	0.8045961	0.9006521	0.902896	0.937692	0.8779311	0.9120519	0.910136	0.87214357	0.90746933	0.83376867	0.8728354	0.8399754	0.9023874	0.7987352	0.9050511	0.89791894	0.9172107	0.8806129	0.8734432	0.86510426	0.873177	0.87494344	0.84410334	0.83345115	0.88724947	0.91705835
MS.1.6.lemma20.045	0.84921277	0.8176324	0.84778225	0.83997667	0.83483446	0.83740586	0.8459665	0.8378155	0.8192263	0.81195754	0.83563954	0.81595916	0.7840362	0.8219672	0.8728672	0.84028363	0.82858706	0.8364157	0.85060096	0.8454172	0.8124671	0.8293401	0.81621677	0.79799134	0.77943254	0.8771735	0.8277362	0.84123087	0.8585604	0.8521714	0.85019004	0.8486149	0.82436347	0.8232308	0.77542126	0.79700965	0.85876477	0.8713174	0.7243049	0.8257452	0.8424226	0.8567686	0.818021	0.8433241	0.8021694	0.7537949	0.81806475	0.7131056	0.84441686	0.850369	0.88380444	0.8923813	0.8578912	0.8423246	0.81510586	0.838203	0.8490901	0.7947508	0.81113774	0.8523496	0.855638	0.81207585	0.83902586	0.84201777	0.8047464	0.8315701	0.7664751	0.8037944	0.81690955	0.8519468	0.83800733	0.8572482	0.8669807	0.8721324	0.80507785	0.8436631	0.838547	0.8000041	0.82675946	0.84636927	0.8237956	0.8455193	0.8425532	0.8291352	0.81801647	0.79397476	0.8283756	0.7861541	0.7804262	0.80837804	0.8505207	0.8040392	0.85992885	0.8622556	0.86257124	0.8186513	0.84431887	0.83408624	0.8282743	0.8549136	0.771896	0.7994836	0.82380575	0.8184405	0.8659283	0.83109176	0.84735245	0.85167223	0.83052427	0.83382756	0.7933591	0.8545313	0.82310927	0.8252334	0.8352621	0.8201342	0.78384537	0.8387678	0.8164128	0.82013303	0.73474365	0.8252249	0.8035172	0.83583313	0.8221065	0.83160365	0.83485097	0.8106664	0.83408797	0.77617025	0.86579067	0.8440562	0.8029437	0.8191614	0.8036892	0.8201276	0.83460456	0.8500232	0.74185646	0.8653851	0.8267194	0.7875082	0.87515974	0.8322181	0.84829587	0.85495687	0.8645333	0.8830665	0.8759564	0.7984871	0.8298412
MS.1.6.lemma20.046	0.90158606	0.9189268	0.9245118	0.8915322	0.9211168	0.92016435	0.93405515	0.9135197	0.91514546	0.8757972	0.8872287	0.83888113	0.85829806	0.86924255	0.9398384	0.91086125	0.9371144	0.9117217	0.8986722	0.8407527	0.846282	0.91931754	0.8907445	0.8658345	0.83911234	0.9450283	0.88289255	0.9128209	0.9299112	0.92089427	0.87442654	0.91024023	0.82978433	0.8668174	0.83406466	0.88908726	0.9246509	0.92087346	0.76939493	0.89479786	0.87767994	0.89607555	0.9247174	0.92812115	0.8940693	0.88018847	0.89833015	0.8441268	0.9379029	0.9385262	0.93609154	0.9495476	0.9603526	0.94448924	0.939493	0.94092673	0.9531806	0.939118	0.8210404	0.89487046	0.94481766	0.8837974	0.9531665	0.93191785	0.8496938	0.8876268	0.87820566	0.8592857	0.9023933	0.8911704	0.87943166	0.8895334	0.90689826	0.9129	0.8789232	0.915241	0.8556024	0.86557335	0.9089599	0.93231785	0.8931292	0.8925155	0.93610734	0.92628753	0.9158806	0.8803917	0.90184146	0.8108202	0.8946168	0.8995345	0.93688357	0.9367105	0.895427	0.899042	0.900405	0.9052739	0.9343398	0.88422287	0.90311426	0.90649146	0.79547745	0.85275483	0.8958159	0.8820782	0.93789583	0.8990181	0.942623	0.9352622	0.8813946	0.9003518	0.87927204	0.9070914	0.9132828	0.9082409	0.89279103	0.9045054	0.82554644	0.92241293	0.85340846	0.8759756	0.8655755	0.927669	0.91949606	0.92652386	0.9080218	0.8466072	0.90918034	0.91531086	0.94508874	0.8858067	0.925725	0.9303494	0.88179755	0.9096339	0.8606377	0.8935989	0.8822308	0.9221738	0.8163953	0.93142	0.90695006	0.9156785	0.9138612	0.8946731	0.9037029	0.89539665	0.9127978	0.8921574	0.8847758	0.8970074	0.9365616
MS.1.6.lemma20.047	0.9002525	0.9270984	0.9300242	0.8992194	0.93381274	0.9058183	0.9153063	0.9018183	0.9144422	0.8814366	0.8511298	0.8247089	0.8507052	0.8470466	0.9357959	0.8957008	0.89494723	0.88298506	0.90126055	0.8506248	0.8552251	0.899481	0.8827615	0.87831366	0.83970445	0.9369161	0.84228307	0.9169685	0.9409616	0.9269229	0.9011666	0.90950435	0.8617547	0.8201782	0.8547402	0.9167993	0.9240969	0.9046184	0.7487706	0.88775444	0.8677127	0.8924412	0.90140873	0.9277905	0.8824368	0.8872599	0.9084963	0.8390352	0.93904364	0.911795	0.9086854	0.91710526	0.92480475	0.91775435	0.91499245	0.92014915	0.9177956	0.86978346	0.80072486	0.862893	0.9187387	0.8656739	0.9318436	0.91373587	0.87660426	0.89485836	0.85814947	0.8219206	0.89846224	0.87165254	0.9080175	0.8689946	0.9154727	0.91342175	0.9000642	0.91969824	0.83955723	0.8838028	0.8814424	0.94541895	0.90856385	0.9331127	0.9397159	0.92387885	0.8907306	0.9009786	0.9068988	0.823742	0.9042869	0.8934663	0.92788935	0.91708577	0.86819357	0.86669797	0.8719681	0.8874986	0.9119187	0.8718466	0.89750993	0.8742233	0.77506864	0.8143931	0.8763717	0.89840204	0.9172758	0.90598625	0.9404148	0.9181829	0.8737641	0.91080046	0.89652014	0.9245054	0.9124702	0.9390858	0.92683613	0.9275405	0.81157887	0.939485	0.818771	0.8410085	0.83138853	0.8840352	0.9351017	0.91992813	0.91233104	0.8182418	0.8886055	0.8874453	0.910245	0.8820243	0.93273425	0.9085082	0.90707207	0.9010978	0.83257043	0.89489913	0.8773493	0.9241392	0.8050473	0.9339187	0.9150469	0.9054906	0.9117505	0.9173595	0.90817595	0.89545536	0.9145169	0.8932998	0.8934017	0.8703897	0.92626023
MS.1.6.lemma20.048	0.85613155	0.89040726	0.9215167	0.82712483	0.92478305	0.8966872	0.89745414	0.89725506	0.8889052	0.86646837	0.83765215	0.7867542	0.8173878	0.789625	0.911052	0.91624373	0.84847355	0.81273997	0.8747349	0.8385586	0.8221002	0.87185615	0.8979787	0.8221057	0.75793266	0.8824641	0.80248994	0.9062952	0.8865285	0.8919201	0.88196445	0.8677947	0.8130069	0.7902934	0.8206712	0.9238132	0.909237	0.8788723	0.7467844	0.8383974	0.83056974	0.8377646	0.9040579	0.9149797	0.8997581	0.907026	0.8873818	0.8414537	0.92061996	0.8817875	0.8800618	0.8747579	0.90984905	0.89199704	0.8960203	0.9017744	0.8717851	0.8160091	0.7206369	0.79816747	0.8671506	0.8186582	0.8973652	0.88235146	0.85954976	0.87229383	0.8333114	0.7891102	0.8919192	0.8664831	0.87504154	0.82638174	0.9073817	0.8834335	0.8927633	0.88465375	0.77223086	0.8607003	0.8519177	0.9362197	0.89182764	0.8589317	0.89726394	0.88638675	0.86899954	0.8867905	0.8897179	0.82287353	0.9066921	0.9084503	0.87319446	0.89275336	0.7996801	0.8121157	0.8140706	0.7933405	0.86212057	0.7948025	0.8429425	0.85564476	0.6996204	0.77746063	0.863746	0.84769255	0.91022205	0.9073655	0.932136	0.88408434	0.7680633	0.87178886	0.8276193	0.87128484	0.87887317	0.9267833	0.9088301	0.9255248	0.76325136	0.9328566	0.773021	0.83393997	0.8834555	0.82424474	0.9488953	0.91571933	0.8942322	0.7529761	0.85036325	0.8300831	0.8505035	0.822196	0.89201325	0.89112955	0.8622632	0.88561034	0.80338794	0.84030914	0.7975651	0.8587586	0.76965845	0.8891568	0.8499693	0.8965398	0.8717556	0.85164285	0.8729625	0.8617668	0.91067946	0.864999	0.82076037	0.8628084	0.92372316
MS.1.6.lemma20.049	0.8727843	0.9351268	0.9093598	0.87269336	0.9038889	0.86260754	0.90968835	0.9017375	0.8851799	0.835774	0.83650124	0.815361	0.8052642	0.8251951	0.9247442	0.878307	0.86665016	0.87515974	0.86436003	0.8059606	0.800878	0.8789223	0.88641274	0.7844082	0.7668695	0.92868733	0.8472607	0.9406366	0.9080171	0.9127616	0.8837151	0.8950701	0.82685554	0.8332228	0.8338845	0.94960177	0.92829674	0.92785984	0.75165343	0.84410405	0.8115758	0.8367044	0.88480204	0.89601094	0.84484977	0.8479438	0.8620597	0.7976244	0.9475447	0.9208955	0.8907968	0.8917309	0.92349696	0.9241519	0.91051877	0.90743244	0.91747355	0.87636507	0.8243386	0.8808299	0.90765816	0.8728222	0.9099844	0.8962136	0.8533676	0.8838363	0.85482955	0.83336323	0.8940385	0.8820973	0.8896618	0.84357464	0.8793131	0.8769736	0.8797692	0.92229414	0.8086346	0.8681755	0.86423844	0.9375028	0.90581405	0.89119107	0.9313031	0.90910506	0.897024	0.8767591	0.897803	0.8085607	0.8803564	0.8795613	0.9209649	0.9192226	0.86814153	0.86968994	0.87203664	0.8772395	0.9157985	0.853185	0.8462709	0.85792696	0.73169315	0.7746284	0.8560721	0.893197	0.9220839	0.923878	0.9384033	0.9099695	0.83489454	0.8918762	0.86703503	0.90993065	0.91957426	0.9348094	0.9145797	0.92100406	0.7989692	0.9432834	0.8401486	0.85623026	0.88758796	0.8865739	0.9289631	0.9237196	0.8768936	0.82328415	0.8465059	0.90835935	0.91971797	0.85663676	0.93956506	0.8969394	0.89604706	0.8876985	0.84311223	0.8850666	0.8708329	0.89271903	0.8277809	0.9490462	0.8891431	0.89169383	0.90302277	0.8799855	0.90252066	0.8687957	0.9040421	0.88160783	0.8375413	0.8502166	0.92671955
MS.1.6.lemma20.050	0.8190758	0.9117089	0.89306426	0.8261154	0.8834484	0.8577275	0.846358	0.864762	0.86710066	0.85250723	0.80614424	0.79706174	0.7962197	0.78584814	0.8647002	0.86409926	0.8374989	0.8196482	0.84440356	0.79212373	0.8102063	0.8733335	0.87181634	0.817713	0.7799521	0.88356555	0.84296614	0.88890696	0.8733056	0.8478053	0.80653363	0.84579575	0.7900448	0.77437913	0.8361896	0.94915235	0.88929605	0.85836333	0.7937212	0.8238362	0.7949545	0.810938	0.8723307	0.8633219	0.8485906	0.8372984	0.83477175	0.8106489	0.88995624	0.85564226	0.84093875	0.84362	0.88618326	0.87533873	0.8624611	0.86604327	0.8554831	0.82951814	0.72693515	0.8003847	0.85779965	0.7738538	0.87713176	0.83499366	0.8253241	0.8270839	0.8032045	0.7895485	0.8414833	0.8196394	0.8278224	0.8132659	0.8490354	0.85017246	0.8400156	0.85837924	0.7954184	0.8415574	0.8437867	0.89343756	0.88525933	0.8510608	0.8872385	0.8667704	0.8554596	0.85533834	0.864469	0.80106306	0.8811538	0.8352096	0.8686663	0.87603855	0.78964067	0.7911134	0.7766659	0.80927974	0.84905505	0.7906559	0.84302026	0.822121	0.68816394	0.7361033	0.80910945	0.8538537	0.8747849	0.86471033	0.9050368	0.8689331	0.77409333	0.8912909	0.81568575	0.83748776	0.87836325	0.8802452	0.88729674	0.86491525	0.775554	0.90296084	0.7910104	0.8310073	0.87402266	0.7938534	0.9095165	0.8873004	0.86039716	0.7672193	0.83531654	0.8200966	0.86370283	0.82623696	0.89115673	0.8275422	0.831809	0.8786332	0.79055333	0.819554	0.7819436	0.8655564	0.80751145	0.87091315	0.8645518	0.88627994	0.86912423	0.8215578	0.8226585	0.8330083	0.8491838	0.8195262	0.7857385	0.8335113	0.8575213
MS.1.6.lemma20.051	0.84407246	0.88205653	0.8999921	0.8180999	0.9107739	0.87011975	0.85622835	0.8637338	0.8900304	0.82794714	0.80658543	0.77859235	0.8245476	0.7912002	0.88158107	0.88543546	0.822113	0.8041182	0.8786204	0.8413331	0.8634328	0.87495077	0.8683337	0.8319973	0.7666282	0.8666498	0.79428834	0.8528006	0.87843627	0.85635704	0.84764963	0.8487555	0.8119303	0.7588795	0.927974	0.8962151	0.8821864	0.8409574	0.73946464	0.8349304	0.82406527	0.83846074	0.89224905	0.89133465	0.85385	0.86163044	0.85235554	0.810295	0.8860636	0.8526944	0.85569626	0.86367387	0.8883197	0.8719756	0.88769734	0.8878786	0.8561747	0.7921151	0.6984808	0.7940135	0.84117335	0.76822907	0.880327	0.8587536	0.88675797	0.85191464	0.8150249	0.7910271	0.8394637	0.8234076	0.8283759	0.7995632	0.86192995	0.8575276	0.8471427	0.842144	0.7639806	0.8413007	0.82544667	0.8898518	0.8534366	0.84066904	0.87610495	0.8715116	0.82930636	0.90616685	0.8864488	0.8201122	0.89251435	0.8674163	0.85027295	0.865917	0.8162982	0.8181427	0.8014622	0.7946385	0.83605427	0.796059	0.8546101	0.8474629	0.7233653	0.74994713	0.8161317	0.8170914	0.8621023	0.8220302	0.9053905	0.8627558	0.7624163	0.8570721	0.8186278	0.8455849	0.8367673	0.87781996	0.8725487	0.86452776	0.7087863	0.887635	0.75800234	0.7796191	0.8131187	0.81343913	0.9141928	0.875595	0.87442696	0.7418285	0.8279408	0.81553805	0.8412531	0.82204103	0.86995643	0.85664874	0.8372738	0.86050785	0.7958122	0.8132735	0.7839074	0.86556244	0.7424409	0.86771077	0.8567426	0.88153493	0.83563316	0.82998186	0.8170156	0.81676495	0.89580226	0.8685873	0.8316193	0.82742083	0.8639698
MS.1.6.lemma20.052	0.91784674	0.9231025	0.9085686	0.90152985	0.8937192	0.8711909	0.92036074	0.9050882	0.87955344	0.8629618	0.8881492	0.87630445	0.8163832	0.87349284	0.92455006	0.8793419	0.9019609	0.91098577	0.8518346	0.8009797	0.79931206	0.8792714	0.8807834	0.8230749	0.8332413	0.94670534	0.90809333	0.93746054	0.9228445	0.9349626	0.9025312	0.92338	0.8886702	0.8997505	0.81945217	0.8888638	0.92586863	0.93875986	0.7820813	0.85535586	0.8273851	0.8526141	0.8900163	0.8811168	0.8440343	0.8097173	0.85462785	0.7826237	0.93021077	0.9057454	0.8894005	0.8916876	0.9277499	0.9309142	0.89575785	0.90368557	0.923169	0.9024492	0.863576	0.910577	0.93264323	0.9087672	0.9219276	0.91870934	0.83768636	0.86289805	0.8302613	0.838099	0.9055318	0.88230515	0.89554954	0.8987096	0.90580946	0.88981056	0.86537117	0.93569624	0.8749099	0.8896281	0.89094675	0.91979015	0.92051154	0.9189649	0.9413721	0.91633886	0.9133862	0.86217487	0.8977664	0.81412154	0.8411403	0.8503966	0.9209568	0.8911614	0.90384	0.90224206	0.8959387	0.889613	0.9225442	0.90605366	0.87260985	0.8640119	0.7752534	0.83283377	0.8777557	0.9088054	0.94541425	0.921793	0.93189853	0.93747205	0.8979222	0.9235395	0.87202525	0.9385805	0.94123137	0.9152411	0.9317494	0.89813274	0.8299212	0.92235357	0.8899004	0.900143	0.865756	0.90328157	0.9047085	0.92409134	0.91357356	0.9216026	0.8816528	0.90290815	0.91565526	0.86179125	0.94762224	0.9002916	0.8705956	0.89325184	0.8557899	0.88850564	0.904214	0.91772926	0.8360819	0.9494884	0.88502085	0.88108975	0.94304854	0.9040357	0.93200654	0.91665137	0.90213865	0.9155673	0.89376765	0.87906665	0.92544466
MS.1.6.lemma20.053	0.84395033	0.84444284	0.80052996	0.8350456	0.8141218	0.767174	0.8527782	0.8157452	0.78022695	0.808872	0.765456	0.78544736	0.758598	0.79009527	0.825931	0.8045026	0.8273325	0.8310613	0.79013366	0.7442329	0.7130142	0.7721124	0.78423005	0.7600233	0.6962404	0.85317177	0.77095926	0.86786306	0.82702905	0.8280646	0.8017389	0.8030737	0.7669524	0.7551026	0.74022573	0.804077	0.8390446	0.8386282	0.6274321	0.79831564	0.7523978	0.78097147	0.78361034	0.8292512	0.817447	0.79695874	0.8484909	0.72871786	0.8300137	0.8334058	0.79602295	0.7958622	0.84188265	0.8574629	0.81872517	0.8091129	0.84081286	0.83658975	0.76849014	0.80676466	0.84628177	0.83838624	0.8497325	0.83246315	0.73335737	0.765082	0.71996176	0.7414021	0.84459245	0.7989498	0.7929741	0.7649775	0.79170847	0.7884231	0.779697	0.8655622	0.7655932	0.7654781	0.8042944	0.8483403	0.8330969	0.85901755	0.8176414	0.79487383	0.8408909	0.7816983	0.8017009	0.7404652	0.7392217	0.79693425	0.8446959	0.8175894	0.84166247	0.8325325	0.8611161	0.83691776	0.8585252	0.83358365	0.79359996	0.79466856	0.6684956	0.7332241	0.8041841	0.8408302	0.81152904	0.8465872	0.8346375	0.8122553	0.8312444	0.77859473	0.76220715	0.84724945	0.8201487	0.8359501	0.83068335	0.85391724	0.8241164	0.8489504	0.7631654	0.79169154	0.78825366	0.8575059	0.808849	0.82753366	0.75193703	0.75922537	0.74290234	0.81148213	0.83437353	0.75574094	0.84535986	0.8350152	0.7717211	0.7800425	0.7487878	0.84087217	0.8484609	0.8078379	0.72413725	0.857014	0.7899369	0.79619545	0.8322281	0.8595913	0.8312748	0.83587146	0.7969531	0.7881319	0.8388788	0.7910851	0.8472162
MS.1.6.lemma20.054	0.9094612	0.9206668	0.89202356	0.8969042	0.8862202	0.88008577	0.9416108	0.92039704	0.9093992	0.87107646	0.86734384	0.8146626	0.8205166	0.8661616	0.92491394	0.8718245	0.89219815	0.8784869	0.8476772	0.79918605	0.787248	0.8721836	0.87392855	0.8363015	0.81659377	0.9426963	0.8450405	0.9308967	0.9317582	0.92832875	0.8882036	0.90426457	0.83268225	0.8713272	0.8044611	0.87698007	0.9323418	0.92972004	0.75035995	0.8682587	0.8355865	0.8638273	0.87164414	0.8864698	0.8522085	0.82041794	0.862607	0.77376336	0.9107907	0.90313184	0.8807721	0.88865715	0.92061234	0.9276121	0.8747533	0.90778506	0.92097145	0.8959651	0.8322436	0.8949741	0.93200445	0.93561417	0.9192756	0.94978803	0.8300881	0.8802254	0.8435705	0.861927	0.9078054	0.87418276	0.9076381	0.8703305	0.89120805	0.8935141	0.8305504	0.9262677	0.858114	0.8590808	0.87701845	0.9186755	0.88564306	0.8967341	0.9292845	0.89805233	0.8850634	0.83567214	0.8719671	0.78686345	0.8401042	0.87911457	0.9170106	0.8822368	0.8944852	0.8950382	0.90435344	0.88318044	0.92337364	0.88768464	0.8767512	0.8574041	0.77483773	0.82180595	0.88336915	0.89730537	0.90112764	0.92264825	0.92114264	0.8991063	0.8998708	0.9056267	0.8753841	0.92892885	0.9045272	0.91088915	0.9212415	0.90988964	0.8314246	0.9298952	0.8527486	0.8813112	0.8394718	0.90498877	0.89415294	0.91868955	0.8744464	0.82654124	0.8734234	0.86866367	0.90281737	0.84792876	0.92643213	0.9152294	0.8639161	0.8958683	0.8253408	0.9015683	0.9013131	0.9084862	0.80261016	0.9406894	0.9001833	0.8639647	0.92468697	0.8881638	0.92565894	0.92751706	0.91907704	0.90102786	0.8865089	0.8930508	0.91323787
MS.1.6.lemma20.055	0.8973203	0.8841225	0.92225504	0.87422264	0.91115814	0.8976877	0.8985474	0.89489836	0.8773635	0.86033106	0.88789725	0.85752815	0.8476374	0.86481994	0.9180844	0.8966048	0.8830085	0.8729611	0.8824707	0.8428413	0.85101587	0.9125982	0.89026546	0.82793564	0.8173922	0.9198544	0.8743182	0.8937482	0.90908706	0.9111469	0.8818188	0.9014218	0.84587336	0.8768915	0.84647113	0.879895	0.9095657	0.8963071	0.80668926	0.85839385	0.8480993	0.8650417	0.90469265	0.90582305	0.8537756	0.8202465	0.85894626	0.7647243	0.92216825	0.8892659	0.8989294	0.9074745	0.9296664	0.91621655	0.89522237	0.9101642	0.91331387	0.88581055	0.8159715	0.8795431	0.9174776	0.8620259	0.91402245	0.91275096	0.8560803	0.84682995	0.83450395	0.8293839	0.8848257	0.8896719	0.87414074	0.8860506	0.8942506	0.9176851	0.85467935	0.89566016	0.895076	0.8788015	0.90279746	0.91798985	0.88693225	0.8823584	0.8893655	0.8746608	0.86562985	0.87476224	0.8966666	0.8110887	0.84298825	0.90479565	0.8962979	0.8665825	0.8639709	0.8681999	0.8879196	0.8401409	0.8962091	0.8760802	0.89854884	0.88078195	0.81079733	0.8336768	0.9061675	0.8756121	0.9285467	0.88870424	0.9212106	0.90646297	0.84760386	0.9015387	0.8571862	0.8783728	0.89174366	0.88781875	0.89824563	0.8871401	0.79343265	0.90801156	0.8479433	0.855673	0.82121515	0.87990004	0.8731282	0.9055581	0.90349597	0.8507653	0.8857026	0.87397	0.90306354	0.8484054	0.9393456	0.8976055	0.8442544	0.87446934	0.87377423	0.83657956	0.8614284	0.8888933	0.7789204	0.9329085	0.8701533	0.86467665	0.9264149	0.84574014	0.8937619	0.88200635	0.8900631	0.89232117	0.85450107	0.85886556	0.8987391
