	MS.1.1-MS.1.6	MS.1.6-MS.1.7	MS.1.6-KS.8	MS.1.7-KS.9.1	MS.1.9-KS.9.11
MS.1.1-MS.1.6		-4.4419922411144945	-2.079616056079214	-2.4937492974847513	-2.4787095415888993
MS.1.6-MS.1.7			3.1601753782133546	0.6995131847663052	1.318053277420015
MS.1.6-KS.8				-1.5721820845139807	-1.2780465201824822
MS.1.7-KS.9.1					0.3349722278190306
MS.1.9-KS.9.11					
