	MS.1.1.-MS.1.6.	MS.1.6.-MS.1.7.	MS.1.6.-KS.8.	MS.1.7.-KS.9.1.	MS.1.9.-KS.9.11.
MS.1.1.-MS.1.6.		-5.097365157727551	-8.82706132864444	-0.6830038254401697	7.620962174629649
MS.1.6.-MS.1.7.			-1.9402941944323764	2.093829079706169	12.143461223450757
MS.1.6.-KS.8.				2.9049337715839596	17.39739590784835
MS.1.7.-KS.9.1.					4.416129961821647
MS.1.9.-KS.9.11.					
