	MS.1.1-MS.1.6	MS.1.6-MS.1.7	MS.1.6-KS.8	MS.1.7-KS.9.1	MS.1.9-KS.9.11
MS.1.1-MS.1.6		-5.097365157727551	-8.82706132864444	7.474270040035215	7.620962174629649
MS.1.6-MS.1.7			-1.9402941944323764	11.909187993603489	12.143461223450757
MS.1.6-KS.8				15.237594114750912	17.39739590784835
MS.1.7-KS.9.1					-0.8455839057870072
MS.1.9-KS.9.11					
